segment id,excitatory synapses,inhibitory synapses,cortical layer,cell type
36563957953,14,33,Layer 1,astrocyte
67299152341,2,1,White matter,oligodendrocyte
2818679548,6449,2138,Layer 3,pyramidal neuron
3096186173,3822,888,Layer 2,pyramidal neuron
32354575619,719,269,Layer 4,pyramidal neuron
5689193184,2190,910,Layer 3,pyramidal neuron
31667351360,0,0,Layer 5,oligodendrocyte
60229461640,27,28,Layer 6,astrocyte
86456551321,0,0,White matter,oligodendrocyte
60282507712,0,0,White matter,oligodendrocyte
56828860412,176,101,Layer 1,interneuron
6179202111,2789,938,Layer 5,pyramidal neuron
6864778219,27,24,Layer 5,oligodendrocyte
32016476040,272,47,Layer 5,oligodendrocyte
2482053590,308,162,Layer 4,pyramidal neuron
40925363886,3,1,Layer 5,microglia/opc
42586826237,0,0,Layer 5,microglia/opc
76573617788,1,2,White matter,oligodendrocyte
7324183527,28,29,White matter,astrocyte
5187371550,3042,814,Layer 5,pyramidal neuron
30870544724,414,165,Layer 5,pyramidal neuron
49601510621,0,0,Layer 5,oligodendrocyte
5306807610,0,1,Layer 4,microglia/opc
33519166811,2118,628,Layer 5,pyramidal neuron
27434798862,2470,828,Layer 2,pyramidal neuron
50267463710,21,18,White matter,microglia/opc
42129186800,1,0,White matter,oligodendrocyte
24062098642,27,23,Layer 1,astrocyte
2295249495,4145,1727,Layer 2,pyramidal neuron
7529722738,1,0,White matter,oligodendrocyte
1885398934,0,1,Layer 3,oligodendrocyte
56727340630,15,4,Layer 1,microglia/opc
4653821100,1026,471,Layer 3,interneuron
14779439145,0,1,Layer 6,oligodendrocyte
93111570294,0,1,Layer 6,oligodendrocyte
30187190117,2836,1207,Layer 3,interneuron
6122141270,262,140,Layer 5,interneuron
59997671099,1,0,Layer 5,oligodendrocyte
6888357760,137,75,White matter,astrocyte
4230918039,5315,1257,Layer 3,pyramidal neuron
7386661452,3,0,Layer 6,oligodendrocyte
30675784220,12,7,Layer 5,microglia/opc
5044587580,157,89,Layer 4,interneuron
6759183558,190,202,White matter,unclassified neuron
32619030591,3358,782,Layer 3,pyramidal neuron
42027637869,0,0,White matter,oligodendrocyte
4832026636,108,59,Layer 1,astrocyte
6383192874,0,0,Layer 5,microglia/opc
5749436502,509,215,Layer 1,oligodendrocyte
96325867896,0,0,White matter,oligodendrocyte
4228829951,25,49,Layer 4,astrocyte
90682053067,0,0,Layer 4,oligodendrocyte
32197527988,2636,972,Layer 2,pyramidal neuron
3110145434,2132,579,Layer 3,excitatory/spiny neuron with atypical tree
51536158015,1,0,White matter,oligodendrocyte
5441340468,1342,528,Layer 2,microglia/opc
67329915465,0,1,White matter,oligodendrocyte
19963524305,0,0,Layer 3,microglia/opc
59981507635,0,1,Layer 6,oligodendrocyte
40225041562,41,43,Layer 6,oligodendrocyte
31661337189,3,3,Layer 1,astrocyte
50027524308,5,1,Layer 4,microglia/opc
43527830445,0,1,White matter,oligodendrocyte
65847839194,0,0,Layer 5,oligodendrocyte
69239301183,0,1,Layer 6,oligodendrocyte
5729200403,1641,655,Layer 4,pyramidal neuron
4391865117,3312,899,Layer 3,pyramidal neuron
42611531219,1,1,White matter,oligodendrocyte
30624168888,1451,456,Layer 3,interneuron
36432855398,10,23,Layer 1,astrocyte
16596958430,0,1,White matter,unknown cell
83583542551,31,43,Layer 3,microglia/opc
5165045363,1692,883,Layer 2,pyramidal neuron
33600743531,4,4,White matter,unknown cell
24282283287,0,0,White matter,oligodendrocyte
30228568293,877,356,Layer 4,pyramidal neuron
62269850662,41,17,Layer 2,astrocyte
59003358452,0,1,White matter,oligodendrocyte
6875844846,97,110,Layer 6,astrocyte
83708863542,13,6,Layer 5,oligodendrocyte
63942905135,4,9,Layer 3,oligodendrocyte
60107415264,0,0,White matter,oligodendrocyte
51744295762,79,43,Layer 5,interneuron
38207504079,39,51,Layer 3,astrocyte
32618139634,908,351,Layer 4,pyramidal neuron
31985391052,710,370,White matter,pyramidal neuron
4114592345,0,0,Layer 3,oligodendrocyte
7062651502,0,0,White matter,microglia/opc
3720116912,134,37,Layer 3,microglia/opc
71235169589,0,1,Layer 2,microglia/opc
42218252917,1,0,White matter,oligodendrocyte
68789867233,0,0,Layer 5,oligodendrocyte
14937393194,1,0,White matter,oligodendrocyte
76342526208,0,0,Layer 6,oligodendrocyte
27841801398,2390,600,Layer 2,pyramidal neuron
42667788827,1,0,White matter,oligodendrocyte
63591795687,0,0,Layer 3,oligodendrocyte
6690325443,66,99,Layer 4,astrocyte
21594850974,1087,422,Layer 4,pyramidal neuron
77927905931,0,0,White matter,oligodendrocyte
4845445435,156,122,Layer 2,microglia/opc
7004509323,0,0,White matter,oligodendrocyte
44991274970,192,293,Layer 1,interneuron
77153601458,0,0,White matter,oligodendrocyte
66195606686,60,31,Layer 5,astrocyte
14303724243,1,0,Layer 4,oligodendrocyte
6541964385,2,0,Layer 6,oligodendrocyte
51692988135,2,1,White matter,oligodendrocyte
6847299586,1969,819,Layer 6,excitatory/spiny neuron with atypical tree
42325803372,533,206,Layer 5,pyramidal neuron
33808997560,1,0,Layer 5,oligodendrocyte
69964942928,0,0,White matter,oligodendrocyte
87003155123,0,0,Layer 4,oligodendrocyte
56460388996,0,0,Layer 3,oligodendrocyte
32281133663,1,1,Layer 5,oligodendrocyte
2177053835,482,190,Layer 3,interneuron
38149771733,583,483,Layer 2,interneuron
41962574298,409,375,Layer 4,interneuron
3179266102,66,43,Layer 4,astrocyte
14840165322,0,0,Layer 5,oligodendrocyte
4326758158,686,208,Layer 6,unclassified neuron
76840537820,21,10,Layer 5,astrocyte
15567148804,0,1,Layer 6,oligodendrocyte
5975270354,1,0,Layer 5,oligodendrocyte
8284578817,0,0,White matter,oligodendrocyte
42362700966,0,0,White matter,oligodendrocyte
33896588820,48,69,Layer 5,astrocyte
39496611602,120,123,Layer 5,unclassified neuron
66270100344,0,0,Layer 5,oligodendrocyte
7966130389,0,0,White matter,oligodendrocyte
29591469752,91,32,Layer 1,oligodendrocyte
5058107655,1760,859,Layer 5,pyramidal neuron
50582421109,30,35,Layer 3,astrocyte
6024927491,131,111,Layer 2,interneuron
73507187463,1,1,Layer 3,oligodendrocyte
31367943360,677,370,Layer 2,interneuron
1786272372,322,203,Layer 2,interneuron
26089257119,0,0,White matter,oligodendrocyte
2921252543,4351,1159,Layer 3,pyramidal neuron
11920360060,0,1,Layer 1,oligodendrocyte
38951527342,392,133,Layer 2,microglia/opc
37519695240,111,68,Layer 3,pyramidal neuron
29050925345,2723,1061,Layer 3,interneuron
5715897278,3519,976,Layer 3,pyramidal neuron
42189444687,2,1,White matter,microglia/opc
2131468614,1395,359,Layer 3,pyramidal neuron
7558222970,1,2,White matter,microglia/opc
2702807334,1171,328,Layer 3,pyramidal neuron
19240030567,0,0,Layer 2,oligodendrocyte
33761791233,2,0,White matter,oligodendrocyte
50921750881,1,0,White matter,oligodendrocyte
48706075958,0,2,Layer 2,microglia/opc
86273061438,1,2,Layer 5,oligodendrocyte
40373884446,2,2,Layer 5,oligodendrocyte
16452160832,1,0,White matter,oligodendrocyte
35761633582,792,317,Layer 2,pyramidal neuron
6485648552,113,114,Layer 5,astrocyte
77630276827,160,73,Layer 3,pyramidal neuron
12789746729,56,75,Layer 3,astrocyte
42801519252,0,1,White matter,oligodendrocyte
6806927883,938,382,Layer 4,pyramidal neuron
42377345263,2,1,White matter,oligodendrocyte
20721594266,2,1,Layer 4,microglia/opc
69991782133,0,0,White matter,oligodendrocyte
24451959856,13,21,Layer 3,astrocyte
94375773235,3,2,White matter,microglia/opc
34911372590,0,0,White matter,oligodendrocyte
5942899024,2782,815,White matter,spiny stellate neuron
34300583232,6,11,White matter,microglia/opc
5656880596,16,26,Layer 4,astrocyte
4055384899,543,287,Layer 3,microglia/opc
30791803614,303,206,Layer 5,astrocyte
67226073554,41,55,White matter,unclassified neuron
78154715326,15,36,Layer 3,interneuron
1204495375,32,55,Layer 1,astrocyte
60225052144,0,0,White matter,oligodendrocyte
5144969574,3264,996,Layer 6,pyramidal neuron
4927561211,37,9,Layer 5,oligodendrocyte
30631029101,1,2,Layer 6,oligodendrocyte
14631605201,18,14,White matter,oligodendrocyte
69632141384,8,10,White matter,astrocyte
29863411518,1,0,Layer 4,microglia/opc
41580481604,0,0,Layer 6,microglia/opc
42487333778,1,0,Layer 4,microglia/opc
2117218433,0,1,Layer 3,microglia/opc
45780034388,5,2,Layer 1,astrocyte
7672241962,0,0,White matter,oligodendrocyte
8053460074,33,13,White matter,microglia/opc
84202041138,0,0,Layer 6,oligodendrocyte
13520512785,147,198,Layer 2,interneuron
2964441917,7286,1897,Layer 3,pyramidal neuron
5747158018,1391,497,Layer 2,pyramidal neuron
84462683743,4,6,White matter,oligodendrocyte
90585247907,0,0,Layer 2,microglia/opc
30064088021,0,0,Layer 5,oligodendrocyte
4141399627,1315,435,Layer 4,unclassified neuron
34199952128,0,0,White matter,oligodendrocyte
39822900594,28,38,Layer 3,astrocyte
77343838971,0,0,White matter,oligodendrocyte
95120173442,0,0,White matter,oligodendrocyte
44989696599,298,293,Layer 2,interneuron
38306906666,3,1,Layer 3,oligodendrocyte
83138665851,0,0,Layer 5,unknown cell
4657222827,76,62,Layer 1,astrocyte
95614417665,0,0,White matter,oligodendrocyte
1642014252,9,34,Layer 1,astrocyte
43425143227,27,14,White matter,microglia/opc
3792756793,31,20,Layer 4,microglia/opc
3340111484,848,369,Layer 4,unclassified neuron
4884151599,1459,556,Layer 5,pyramidal neuron
5760811276,505,364,Layer 3,interneuron
2105435740,0,0,Layer 2,astrocyte
4606732344,1342,523,Layer 5,pyramidal neuron
35718106909,6,37,Layer 1,interneuron
4264163996,12,11,Layer 1,microglia/opc
6534357751,22,32,Layer 2,unknown cell
42223917888,1,1,Layer 5,microglia/opc
4939606732,0,0,Layer 5,oligodendrocyte
86084358075,0,0,Layer 5,oligodendrocyte
37217599718,2230,578,Layer 2,pyramidal neuron
7037887026,94,124,Layer 5,pyramidal neuron
3518798548,4975,1789,Layer 2,pyramidal neuron
59667469834,329,195,Layer 2,unclassified neuron
2484302084,894,498,Layer 2,interneuron
24475905560,210,96,Layer 6,astrocyte
55540614801,2,22,Layer 4,interneuron
40619355682,104,84,Layer 6,interneuron
3431732912,1,2,Layer 2,oligodendrocyte
86296674086,1,0,White matter,microglia/opc
39601694797,0,0,Layer 5,oligodendrocyte
6892577703,0,0,Layer 5,oligodendrocyte
6443684670,3,3,Layer 4,microglia/opc
59788469756,0,0,White matter,oligodendrocyte
3773716567,1430,648,Layer 5,spiny stellate neuron
7456191368,1,1,White matter,oligodendrocyte
78904899126,111,53,White matter,unclassified neuron
82295530813,1,2,Layer 4,astrocyte
48550924473,58,52,Layer 6,microglia/opc
5683615418,2066,757,Layer 6,pyramidal neuron
6952704455,0,0,Layer 4,oligodendrocyte
96144082478,15,4,Layer 5,blood vessel cell
40586034879,0,0,White matter,oligodendrocyte
38116553968,310,138,Layer 4,interneuron
31765454815,0,0,White matter,microglia/opc
4886488859,5322,1297,Layer 3,pyramidal neuron
42428944531,626,264,Layer 4,interneuron
1101558966,327,140,Layer 2,pyramidal neuron
39837675924,922,432,Layer 3,interneuron
59894821046,1,1,Layer 5,oligodendrocyte
55502286019,73,73,Layer 2,interneuron
16817798458,3,1,White matter,oligodendrocyte
93234730652,0,0,Layer 3,oligodendrocyte
96226184495,0,0,White matter,microglia/opc
86864928802,0,0,White matter,oligodendrocyte
37352555622,6,10,Layer 1,interneuron
3229188131,15,29,Layer 1,astrocyte
77969257411,0,0,White matter,oligodendrocyte
955504057,1275,355,Layer 2,pyramidal neuron
16875852487,10,38,White matter,excitatory/spiny neuron with atypical tree
2118064902,3518,974,Layer 3,pyramidal neuron
38280406478,2,0,Layer 3,oligodendrocyte
4640533920,2684,1022,Layer 2,pyramidal neuron
5579334176,667,193,Layer 6,unclassified neuron
21352839638,239,173,Layer 2,interneuron
40845015489,99,42,Layer 2,interneuron
42776449026,322,138,Layer 5,excitatory/spiny neuron with atypical tree
70254991693,0,0,White matter,oligodendrocyte
4449874975,18,32,Layer 3,astrocyte
37577850792,127,104,Layer 3,astrocyte
4722972252,3131,974,Layer 6,pyramidal neuron
7282177731,100,77,White matter,interneuron
42312764798,1,1,Layer 4,microglia/opc
2003257620,192,127,Layer 3,interneuron
8138876361,3,2,White matter,astrocyte
42449502917,26,17,White matter,oligodendrocyte
16290820199,0,0,White matter,oligodendrocyte
33137598351,3,1,Layer 6,microglia/opc
31912926232,257,224,Layer 6,astrocyte
13151749563,643,282,Layer 4,pyramidal neuron
4696659954,6666,2016,Layer 4,pyramidal neuron
43120258136,0,0,White matter,oligodendrocyte
40848504690,4,1,White matter,oligodendrocyte
30023351024,801,315,Layer 4,pyramidal neuron
42872815205,78,29,White matter,astrocyte
1904875850,51,68,Layer 1,astrocyte
2047922200,3246,1225,Layer 2,pyramidal neuron
20518406444,1,0,Layer 3,oligodendrocyte
68799782047,0,0,White matter,oligodendrocyte
72398314199,7,10,Layer 3,astrocyte
4234523851,345,394,Layer 1,interneuron
38654163648,0,0,Layer 5,microglia/opc
28523902720,4173,1505,Layer 3,pyramidal neuron
58037253706,66,16,Layer 2,microglia/opc
48654825926,0,1,Layer 5,oligodendrocyte
811525279,111,120,Layer 1,interneuron
32209909235,1330,399,Layer 4,pyramidal neuron
38886610035,190,115,Layer 5,pyramidal neuron
28207237047,734,247,Layer 2,pyramidal neuron
69502587116,6,14,Layer 6,microglia/opc
1932195721,7603,2424,Layer 2,pyramidal neuron
75299709002,0,0,Layer 3,oligodendrocyte
28629556145,722,366,Layer 2,interneuron
39171549038,0,0,Layer 1,microglia/opc
2814942882,1,2,Layer 4,oligodendrocyte
49757961485,48,24,White matter,microglia/opc
42137172902,337,223,Layer 5,interneuron
65365379556,97,50,Layer 5,astrocyte
29818778082,797,277,Layer 4,pyramidal neuron
40581992226,898,598,Layer 3,interneuron
66674649621,1,1,Layer 6,microglia/opc
3798217693,17,24,Layer 1,astrocyte
5289476567,1179,324,Layer 6,pyramidal neuron
70067250639,6,4,White matter,astrocyte
3807722777,1,1,Layer 3,oligodendrocyte
45279775506,5,55,Layer 3,interneuron
3489070608,3327,800,Layer 3,pyramidal neuron
49047520480,1,0,Layer 5,oligodendrocyte
2364778308,457,182,Layer 4,pyramidal neuron
35862656920,1452,518,Layer 2,pyramidal neuron
63838815461,0,0,Layer 3,oligodendrocyte
56677097142,0,0,Layer 4,oligodendrocyte
59368630730,2,1,Layer 6,oligodendrocyte
39036505391,3,2,Layer 3,oligodendrocyte
37393104713,395,333,Layer 2,interneuron
47977617525,207,222,Layer 2,interneuron
69575066422,160,53,Layer 6,excitatory/spiny neuron with atypical tree
24249575338,22,54,Layer 2,interneuron
17222041903,2,1,White matter,oligodendrocyte
7177516114,10,3,White matter,astrocyte
63667325890,0,0,Layer 2,oligodendrocyte
52277773459,1,0,White matter,oligodendrocyte
31476356207,0,1,Layer 6,microglia/opc
1987226332,1317,816,Layer 3,interneuron
39539801803,531,234,Layer 6,excitatory/spiny neuron with atypical tree
42508404455,0,0,White matter,blood vessel cell
29185502823,68,51,Layer 1,interneuron
5642776652,0,1,Layer 4,oligodendrocyte
37302709221,71,63,Layer 3,astrocyte
2728664541,686,251,Layer 4,pyramidal neuron
7162725041,1,5,White matter,unclassified neuron
6129866249,0,0,White matter,oligodendrocyte
32821940336,1060,376,Layer 4,pyramidal neuron
8024842481,0,0,White matter,oligodendrocyte
2558417614,607,268,Layer 2,pyramidal neuron
2587180409,3142,1236,Layer 2,pyramidal neuron
37729205125,337,321,Layer 1,interneuron
54537787982,0,1,Layer 3,oligodendrocyte
3442245537,1294,448,Layer 4,pyramidal neuron
84396702005,0,0,Layer 4,oligodendrocyte
40273443254,0,0,Layer 4,oligodendrocyte
29648953602,1,0,Layer 2,microglia/opc
2890079485,690,397,Layer 4,excitatory/spiny neuron with atypical tree
83809100328,3,1,Layer 5,oligodendrocyte
69067038512,0,0,Layer 5,oligodendrocyte
36545428027,1709,433,Layer 3,pyramidal neuron
1641546980,226,189,Layer 1,interneuron
6351669820,0,0,Layer 6,oligodendrocyte
78947696439,1,0,White matter,microglia/opc
4447071048,0,1,Layer 4,oligodendrocyte
83885141375,1,2,Layer 5,oligodendrocyte
30007013792,139,100,Layer 5,interneuron
3401814559,3232,879,Layer 3,oligodendrocyte
5960100124,16,31,Layer 5,astrocyte
50063531853,24,10,White matter,oligodendrocyte
71802433200,1,3,Layer 3,microglia/opc
39601519749,148,74,Layer 5,interneuron
4489603630,8,6,Layer 5,microglia/opc
69561925234,2,7,Layer 5,microglia/opc
31677921426,0,0,White matter,oligodendrocyte
2093492188,2,1,Layer 1,microglia/opc
85518393995,0,0,Layer 4,microglia/opc
2961214734,0,0,Layer 4,microglia/opc
1244868672,2870,724,Layer 3,pyramidal neuron
38232209140,544,167,Layer 4,pyramidal neuron
5171630412,2808,959,Layer 6,pyramidal neuron
14724642622,0,1,Layer 5,oligodendrocyte
41373059644,144,68,White matter,blood vessel cell
17105672230,0,0,White matter,oligodendrocyte
67062949299,239,171,Layer 2,interneuron
16494401647,0,0,White matter,oligodendrocyte
2936626696,5,4,Layer 2,microglia/opc
56763535237,0,0,Layer 5,oligodendrocyte
4983249558,2,5,Layer 5,microglia/opc
5031403023,701,288,Layer 4,pyramidal neuron
6979161736,0,1,Layer 5,oligodendrocyte
32602531353,1,0,Layer 4,oligodendrocyte
42484648228,3,10,Layer 5,microglia/opc
7163747039,0,0,White matter,oligodendrocyte
38115971766,1,1,Layer 4,oligodendrocyte
50266663358,0,0,White matter,oligodendrocyte
74218913405,0,0,Layer 4,blood vessel cell
72880148388,5,2,Layer 3,oligodendrocyte
37461392892,4,5,Layer 3,microglia/opc
31337369070,439,205,Layer 3,interneuron
35703959993,1,11,Layer 1,astrocyte
4272063613,98,96,Layer 5,astrocyte
752171842,700,236,Layer 2,pyramidal neuron
50262337816,13,23,Layer 3,microglia/opc
2631335203,454,218,Layer 2,pyramidal neuron
4661691508,9,2,Layer 6,oligodendrocyte
41760831351,411,277,Layer 3,interneuron
29135319029,1314,454,Layer 4,pyramidal neuron
6333945399,25,23,White matter,astrocyte
21728843799,12,11,Layer 3,oligodendrocyte
60500475312,0,0,White matter,oligodendrocyte
1666442065,0,0,Layer 3,microglia/opc
96808179862,3,1,White matter,oligodendrocyte
32582205247,0,1,White matter,microglia/opc
42954375454,0,7,Layer 3,pyramidal neuron
38194274585,166,64,Layer 2,excitatory/spiny neuron with atypical tree
64742923500,1,0,Layer 3,microglia/opc
6294345137,3952,1047,Layer 6,pyramidal neuron
3781644424,193,118,Layer 2,pyramidal neuron
4942439940,397,174,Layer 4,pyramidal neuron
1622171341,0,0,Layer 3,oligodendrocyte
59918010850,0,0,White matter,oligodendrocyte
4621231400,323,170,Layer 5,pyramidal neuron
3387651781,0,0,Layer 2,oligodendrocyte
52392291270,3,0,White matter,oligodendrocyte
69590410235,0,0,Layer 5,oligodendrocyte
58363307869,0,0,Layer 6,oligodendrocyte
51740105970,0,0,White matter,oligodendrocyte
62457881905,12,19,Layer 2,astrocyte
76280535200,0,0,White matter,oligodendrocyte
4825938429,486,221,Layer 4,pyramidal neuron
21591681415,0,0,Layer 5,oligodendrocyte
8024989382,2,0,White matter,microglia/opc
1478791209,2395,548,Layer 3,pyramidal neuron
48003620634,0,0,Layer 3,microglia/opc
5418257526,267,81,White matter,oligodendrocyte
6121600663,751,386,Layer 5,excitatory/spiny neuron with atypical tree
92967328743,1,1,Layer 5,microglia/opc
33838067536,571,322,Layer 5,pyramidal neuron
3411685536,0,1,Layer 4,microglia/opc
38193341154,46,45,Layer 3,astrocyte
5942431818,133,33,White matter,oligodendrocyte
7444584154,2,0,Layer 6,oligodendrocyte
40377124801,98,99,Layer 3,unclassified neuron
5163731998,452,508,Layer 3,interneuron
62473884098,11,25,Layer 2,astrocyte
3050338767,4982,1506,Layer 3,pyramidal neuron
86524403307,4,3,Layer 3,blood vessel cell
33448717933,25,44,Layer 3,astrocyte
5655917761,1279,542,Layer 5,pyramidal neuron
82935214405,0,0,Layer 5,oligodendrocyte
4118562995,0,0,Layer 1,oligodendrocyte
68581294777,0,0,White matter,oligodendrocyte
39657340026,563,255,Layer 6,astrocyte
5065030048,162,77,Layer 1,astrocyte
47522576844,0,1,Layer 3,oligodendrocyte
27943250112,1058,425,Layer 2,pyramidal neuron
32844249779,42,16,White matter,oligodendrocyte
33498404047,0,0,White matter,oligodendrocyte
28573298563,0,1,Layer 1,oligodendrocyte
16498503416,2,2,White matter,oligodendrocyte
40806438705,1,0,White matter,oligodendrocyte
7041611458,0,0,Layer 3,microglia/opc
42453707739,2,0,White matter,oligodendrocyte
6947858483,0,0,White matter,oligodendrocyte
6758482997,1,2,White matter,oligodendrocyte
6537452897,7,1,White matter,microglia/opc
39323108607,188,119,Layer 5,astrocyte
30202374918,1258,370,Layer 2,pyramidal neuron
69301720518,2,1,Layer 4,interneuron
3637737369,25,72,Layer 1,interneuron
7005327123,1,0,White matter,oligodendrocyte
693197378,784,298,Layer 2,pyramidal neuron
38246678230,340,236,Layer 4,pyramidal neuron
36502998228,526,196,Layer 2,pyramidal neuron
6743852440,87,27,White matter,microglia/opc
22367404048,1,1,Layer 4,oligodendrocyte
4991396100,44,109,Layer 1,microglia/opc
7339574221,0,0,White matter,oligodendrocyte
69411361734,0,0,White matter,oligodendrocyte
40907259495,9,6,White matter,microglia/opc
29984777347,1,5,Layer 2,microglia/opc
32861960151,1,1,Layer 5,oligodendrocyte
3224486341,1,0,Layer 3,oligodendrocyte
4822330854,1428,399,Layer 6,pyramidal neuron
1683218288,2902,806,Layer 3,pyramidal neuron
4740419111,2819,932,Layer 3,interneuron
89696032374,0,12,Layer 2,oligodendrocyte
42130398993,2,0,White matter,oligodendrocyte
30028082773,3642,1491,Layer 2,pyramidal neuron
985817344,22,81,Layer 1,astrocyte
96530617097,0,0,White matter,oligodendrocyte
5412371699,2020,906,Layer 2,pyramidal neuron
42802379799,1,1,White matter,oligodendrocyte
1668325312,986,241,Layer 3,pyramidal neuron
38324106209,1,1,Layer 3,microglia/opc
94136561387,0,0,Layer 3,microglia/opc
41217060944,0,0,Layer 5,microglia/opc
68219874196,0,1,Layer 6,oligodendrocyte
3329963370,238,142,Layer 2,interneuron
5940433878,25,7,White matter,astrocyte
5046574226,691,478,Layer 3,interneuron
42494050260,7,2,White matter,oligodendrocyte
77921566320,9,54,Layer 3,unclassified neuron
68100032727,0,0,White matter,oligodendrocyte
41242409569,1,0,White matter,oligodendrocyte
30095130713,408,274,Layer 4,pyramidal neuron
58457425736,16,30,Layer 3,astrocyte
4538999884,392,279,Layer 2,interneuron
6411854444,5,0,Layer 5,oligodendrocyte
2087549894,0,0,Layer 3,oligodendrocyte
33432159703,63,72,Layer 4,astrocyte
4546752678,431,346,Layer 6,excitatory/spiny neuron with atypical tree
6697539306,0,0,White matter,microglia/opc
42929848229,1,0,White matter,oligodendrocyte
40848400928,0,0,White matter,oligodendrocyte
37917163946,1,0,Layer 2,oligodendrocyte
51897447303,1,0,White matter,oligodendrocyte
21174429245,134,147,Layer 3,astrocyte
48470677241,19,41,Layer 3,microglia/opc
30559441514,36,78,Layer 5,unclassified neuron
40070854162,1165,608,Layer 3,interneuron
2062844003,4432,1445,Layer 2,pyramidal neuron
87289700195,0,0,White matter,microglia/opc
3341599781,2522,630,Layer 4,pyramidal neuron
40906690292,221,100,White matter,astrocyte
30460885703,786,380,Layer 4,pyramidal neuron
5260127637,613,137,Layer 5,oligodendrocyte
42355369878,439,167,Layer 4,interneuron
6931710019,0,0,White matter,oligodendrocyte
54382886487,7,10,Layer 1,astrocyte
4322436873,15,11,Layer 1,astrocyte
24953110123,0,0,White matter,oligodendrocyte
56123529294,1,0,Layer 4,oligodendrocyte
622106211,11,40,Layer 1,astrocyte
85981332930,0,0,Layer 5,oligodendrocyte
58444621150,262,233,Layer 2,interneuron
16799738092,0,0,White matter,oligodendrocyte
4722445292,3170,988,Layer 6,pyramidal neuron
9237893849,18,32,Layer 2,microglia/opc
32777596102,1800,578,Layer 4,pyramidal neuron
940699328,446,163,Layer 2,pyramidal neuron
37274690210,42,55,Layer 3,astrocyte
4917632588,3,1,Layer 2,oligodendrocyte
78071845394,1,0,White matter,oligodendrocyte
3941642203,342,268,Layer 2,interneuron
45106622167,82,122,Layer 2,interneuron
60304642694,59,58,Layer 5,astrocyte
15949242439,302,175,Layer 4,pyramidal neuron
42596711597,0,0,White matter,oligodendrocyte
7848930133,0,0,White matter,oligodendrocyte
3490472571,616,380,Layer 2,interneuron
7703823738,0,0,White matter,oligodendrocyte
23662498608,4,2,Layer 5,microglia/opc
32374185801,0,0,Layer 1,microglia/opc
3850927821,1629,761,Layer 3,interneuron
1856283781,6447,1613,Layer 3,pyramidal neuron
78715583983,91,25,White matter,oligodendrocyte
84302160179,1,0,White matter,oligodendrocyte
7499221180,0,0,White matter,oligodendrocyte
32773390505,6,1,Layer 6,oligodendrocyte
5102569000,28,14,Layer 5,microglia/opc
42595177350,0,0,White matter,oligodendrocyte
29730558578,286,193,Layer 4,pyramidal neuron
3881471815,1144,365,Layer 4,pyramidal neuron
21498674495,22,48,Layer 1,interneuron
51620891261,1,0,White matter,oligodendrocyte
50300052079,4,0,Layer 6,oligodendrocyte
58535324430,0,0,White matter,oligodendrocyte
75467300145,0,0,Layer 6,oligodendrocyte
50852204713,1,0,White matter,oligodendrocyte
55293842457,0,1,Layer 3,oligodendrocyte
59176732706,0,0,White matter,oligodendrocyte
13034488470,0,0,Layer 5,oligodendrocyte
19094181418,0,1,Layer 2,oligodendrocyte
36416807910,1001,385,Layer 2,pyramidal neuron
29615357035,872,334,Layer 4,excitatory/spiny neuron with atypical tree
41408699992,62,27,Layer 5,unclassified neuron
43774064913,3,1,White matter,oligodendrocyte
48743994204,2,1,Layer 5,oligodendrocyte
77699236709,0,1,Layer 5,oligodendrocyte
4461058173,0,0,Layer 5,oligodendrocyte
6921983711,1025,279,Layer 5,unclassified neuron
68944743908,0,0,White matter,oligodendrocyte
69644831395,0,0,White matter,oligodendrocyte
41086018082,3,3,Layer 5,microglia/opc
49074867273,1,0,Layer 6,oligodendrocyte
59777443451,1,0,Layer 6,oligodendrocyte
43545774825,2,25,White matter,unclassified neuron
4450092853,3656,885,Layer 3,pyramidal neuron
38020172925,1492,497,Layer 1,microglia/opc
23248529864,0,1,White matter,oligodendrocyte
95629529945,0,0,White matter,oligodendrocyte
43098458060,0,1,Layer 4,pyramidal neuron
56908698505,99,31,Layer 4,microglia/opc
96793082062,0,0,White matter,oligodendrocyte
23613965488,0,1,White matter,oligodendrocyte
65052493718,0,0,Layer 2,oligodendrocyte
4290957638,1929,736,Layer 2,pyramidal neuron
5304821127,1215,519,Layer 5,excitatory/spiny neuron with atypical tree
1797894841,3495,921,Layer 3,pyramidal neuron
2192122623,33,64,Layer 3,astrocyte
42218909974,12,5,White matter,microglia/opc
60865979097,1,0,White matter,oligodendrocyte
72137190817,4,4,Layer 3,microglia/opc
4137441814,0,0,Layer 5,oligodendrocyte
90521836036,2,1,Layer 3,microglia/opc
7195679505,463,179,White matter,astrocyte
59648517473,0,0,Layer 5,microglia/opc
81108294027,8,8,Layer 2,microglia/opc
49893414043,2,2,Layer 5,oligodendrocyte
73476409334,4,8,Layer 4,oligodendrocyte
3842400418,222,98,Layer 1,microglia/opc
34011994965,349,156,Layer 5,unknown cell
4841065077,80,113,Layer 4,astrocyte
4667181695,101,153,Layer 4,astrocyte
74104660721,1,1,Layer 3,oligodendrocyte
42818425424,466,191,Layer 6,pyramidal neuron
36271703379,1293,407,Layer 2,pyramidal neuron
47407447880,129,120,Layer 3,interneuron
2878631738,1509,583,Layer 2,pyramidal neuron
