segment id,excitatory synapses,inhibitory synapses,cortical layer,cell type
75499625568,1,0,Layer 5,microglia/opc
33471538395,57,47,White matter,astrocyte
38732994848,432,261,Layer 2,interneuron
5155059850,0,0,White matter,oligodendrocyte
29243294936,19,15,Layer 1,astrocyte
5467286753,345,137,Layer 4,pyramidal neuron
29398735927,1087,423,Layer 4,pyramidal neuron
6354734850,551,201,Layer 5,pyramidal neuron
6603391441,0,1,Layer 4,oligodendrocyte
30664393546,952,409,Layer 4,pyramidal neuron
1551707487,166,172,Layer 2,interneuron
329458855,2424,918,Layer 2,pyramidal neuron
31671278332,1208,527,Layer 4,pyramidal neuron
43061242673,0,0,White matter,oligodendrocyte
43702576554,0,0,White matter,oligodendrocyte
8168049806,5,2,White matter,astrocyte
15026035629,1,0,White matter,oligodendrocyte
2775358798,38,84,Layer 3,astrocyte
4546489961,2,2,Layer 5,oligodendrocyte
6370870254,1419,624,Layer 4,pyramidal neuron
59323208120,1,0,White matter,oligodendrocyte
37320113375,758,317,Layer 2,pyramidal neuron
67539525661,25,34,Layer 4,astrocyte
5059583604,747,326,Layer 4,interneuron
28322160074,437,153,Layer 3,microglia/opc
41179100049,698,778,Layer 2,interneuron
1884859026,14,19,Layer 3,microglia/opc
13157823452,0,0,Layer 1,oligodendrocyte
40618610575,11,14,Layer 6,microglia/opc
11841455942,4,1,Layer 4,oligodendrocyte
60908641077,0,0,White matter,oligodendrocyte
77198569638,0,0,White matter,oligodendrocyte
6668233032,0,0,White matter,oligodendrocyte
54567427760,3,1,Layer 3,microglia/opc
5697062393,4502,1451,Layer 6,pyramidal neuron
1219184712,27,34,Layer 1,microglia/opc
42318386695,0,2,White matter,oligodendrocyte
7400620372,4,0,Layer 6,oligodendrocyte
1671231031,9,41,Layer 1,astrocyte
25243699896,0,0,White matter,oligodendrocyte
34028725827,0,1,Layer 5,unclassified neuron
23676530371,58,82,Layer 5,astrocyte
78976927264,0,0,White matter,oligodendrocyte
1944634422,354,110,Layer 3,pyramidal neuron
5731156565,0,0,Layer 3,oligodendrocyte
30505534759,41,60,Layer 4,astrocyte
50886749524,0,0,Layer 4,oligodendrocyte
4404218019,675,291,Layer 4,pyramidal neuron
29820660609,5295,1485,Layer 4,pyramidal neuron
5858535646,1849,630,Layer 5,astrocyte
4517331813,1,2,Layer 5,microglia/opc
17208156557,0,0,White matter,oligodendrocyte
76222097996,1,1,White matter,oligodendrocyte
49388438435,45,49,Layer 3,oligodendrocyte
24853225000,2,0,White matter,oligodendrocyte
67538590994,0,3,Layer 5,oligodendrocyte
31135584944,136,107,Layer 2,interneuron
2485382268,3173,966,Layer 3,pyramidal neuron
84804784330,1,0,Layer 4,oligodendrocyte
82662102478,7,4,Layer 4,oligodendrocyte
48876250552,0,0,Layer 4,oligodendrocyte
41193423295,117,160,Layer 3,interneuron
40863265223,7,11,White matter,astrocyte
48587909745,343,231,Layer 2,interneuron
40083731652,0,0,Layer 4,oligodendrocyte
6236495974,2,0,Layer 5,oligodendrocyte
4974576452,249,331,Layer 3,oligodendrocyte
3375518855,12,34,Layer 1,astrocyte
42000041425,0,0,White matter,oligodendrocyte
47928236044,0,2,Layer 4,oligodendrocyte
30533876037,1079,389,Layer 4,pyramidal neuron
30901368474,2499,729,Layer 2,pyramidal neuron
59004160735,0,1,Layer 6,oligodendrocyte
71546025120,1,8,Layer 1,oligodendrocyte
36952533816,3021,862,Layer 3,pyramidal neuron
94850609151,0,0,Layer 3,oligodendrocyte
28364270045,1547,456,Layer 3,pyramidal neuron
37321705352,36,29,Layer 1,astrocyte
66077820722,61,121,Layer 6,interneuron
34081932563,605,284,White matter,pyramidal neuron
42422549290,1,0,White matter,oligodendrocyte
2921573497,6064,1758,Layer 2,pyramidal neuron
6910245639,1233,563,Layer 3,interneuron
23662966045,0,0,Layer 5,oligodendrocyte
2351228264,4928,1149,Layer 3,pyramidal neuron
42932840544,18,14,White matter,astrocyte
5448189475,104,101,Layer 6,astrocyte
7238285241,11,8,White matter,oligodendrocyte
8080413173,0,0,White matter,microglia/opc
6583138486,13,6,White matter,oligodendrocyte
1596984390,382,161,Layer 2,interneuron
4817834266,43,15,Layer 1,microglia/opc
7126296060,1,2,Layer 5,oligodendrocyte
85090322017,106,34,Layer 6,oligodendrocyte
3982671918,2503,1037,Layer 3,interneuron
24580813506,68,72,Layer 5,astrocyte
2295291856,1164,382,Layer 2,excitatory/spiny neuron with atypical tree
4609683146,1231,498,Layer 4,pyramidal neuron
67011408012,0,1,Layer 5,oligodendrocyte
2123468269,0,1,Layer 1,oligodendrocyte
17164689380,0,0,White matter,oligodendrocyte
17062628027,1,0,White matter,oligodendrocyte
37013974520,630,258,Layer 2,pyramidal neuron
36603847041,8,25,Layer 3,microglia/opc
6653750016,0,0,White matter,oligodendrocyte
38614492097,14,39,Layer 3,microglia/opc
6007493855,2983,899,Layer 3,pyramidal neuron
2905073853,3440,908,Layer 3,pyramidal neuron
73938968324,52,32,Layer 5,astrocyte
40491991316,146,28,Layer 4,microglia/opc
3766504272,40,96,Layer 2,astrocyte
11991773399,51,72,Layer 2,astrocyte
82820931907,0,1,Layer 4,oligodendrocyte
42575115632,1,1,Layer 4,oligodendrocyte
5170126624,2140,794,White matter,pyramidal neuron
50447405713,0,0,Layer 5,oligodendrocyte
50646738777,1,2,White matter,microglia/opc
5264902341,6572,1889,Layer 3,pyramidal neuron
5367387207,90,165,Layer 3,astrocyte
13980969514,92,130,Layer 5,astrocyte
7660898046,11,10,White matter,microglia/opc
55322649456,93,100,Layer 4,pyramidal neuron
3578646815,2996,1068,Layer 2,pyramidal neuron
16930666079,0,0,White matter,oligodendrocyte
4420832450,5762,1609,Layer 3,pyramidal neuron
41891745309,1,1,Layer 3,microglia/opc
5026497483,1175,549,Layer 6,unclassified neuron
55574808856,27,35,Layer 2,astrocyte
30926234328,121,66,Layer 4,pyramidal neuron
91785552517,0,0,Layer 5,oligodendrocyte
5523530399,457,169,Layer 5,pyramidal neuron
83393437536,0,0,Layer 3,oligodendrocyte
51845467143,0,0,Layer 5,oligodendrocyte
40042806278,0,1,Layer 3,microglia/opc
7443110805,0,0,White matter,oligodendrocyte
29182933416,469,183,Layer 2,pyramidal neuron
2382825470,81,182,Layer 2,microglia/opc
55009488539,38,30,Layer 1,microglia/opc
5406401210,162,95,Layer 5,unclassified neuron
5643389566,487,244,Layer 4,pyramidal neuron
51423000936,1,1,Layer 5,oligodendrocyte
52132274538,0,0,White matter,oligodendrocyte
3134529295,43,16,Layer 4,unknown cell
37743573212,23,29,Layer 1,astrocyte
63797377376,53,32,Layer 3,astrocyte
5687893999,439,203,Layer 3,interneuron
32615744539,650,238,Layer 5,interneuron
5923013872,2,0,Layer 1,oligodendrocyte
50747429312,2,0,White matter,oligodendrocyte
4418014989,837,277,Layer 4,pyramidal neuron
85864671739,0,1,Layer 5,oligodendrocyte
42742880653,2,1,White matter,oligodendrocyte
39242729425,292,117,Layer 2,pyramidal neuron
47218525069,13,25,Layer 3,microglia/opc
43294668181,1,0,White matter,oligodendrocyte
31053250012,86,123,Layer 6,astrocyte
4672307788,511,253,Layer 1,unknown cell
39863228721,0,0,Layer 5,oligodendrocyte
5101371276,0,1,Layer 5,unknown cell
5996485855,0,0,Layer 1,microglia/opc
38208409725,1,1,Layer 2,microglia/opc
4573881259,877,349,Layer 6,spiny stellate neuron
5326284990,5,12,Layer 1,astrocyte
50688718377,2,3,White matter,oligodendrocyte
96109509853,0,1,White matter,oligodendrocyte
4618969405,61,91,Layer 5,astrocyte
59202077786,496,205,Layer 2,pyramidal neuron
59686103367,0,0,White matter,oligodendrocyte
33629696829,0,0,White matter,oligodendrocyte
31376279533,2,2,Layer 5,oligodendrocyte
3198086961,5067,1512,Layer 2,pyramidal neuron
6742860304,1,0,White matter,oligodendrocyte
50139733289,0,0,Layer 6,oligodendrocyte
1171730985,1,1,Layer 3,microglia/opc
5529092085,259,337,Layer 2,interneuron
42243103729,11,22,Layer 2,interneuron
13238712982,709,252,Layer 4,pyramidal neuron
4859052550,51,116,Layer 2,interneuron
5078112196,335,206,Layer 2,interneuron
70254670911,0,0,White matter,oligodendrocyte
8473985224,0,0,White matter,oligodendrocyte
5594579070,643,484,Layer 6,excitatory/spiny neuron with atypical tree
4010209828,17,16,Layer 4,microglia/opc
4870193157,145,33,Layer 4,microglia/opc
3546086897,1,1,Layer 3,microglia/opc
39084323824,18,37,Layer 1,microglia/opc
33994093083,1,2,White matter,oligodendrocyte
5399292177,0,1,Layer 1,microglia/opc
25898261825,0,1,White matter,oligodendrocyte
6341536738,1602,557,Layer 4,pyramidal neuron
77071087077,2,7,Layer 6,microglia/opc
3870535956,0,0,Layer 1,microglia/opc
41402524061,1,0,White matter,microglia/opc
40470688659,0,1,White matter,oligodendrocyte
6905909794,64,15,Layer 6,microglia/opc
43206623075,0,0,White matter,oligodendrocyte
33330054139,477,223,Layer 4,unclassified neuron
6744057086,0,1,White matter,oligodendrocyte
66340039447,0,0,Layer 6,oligodendrocyte
65412408021,1,6,Layer 4,microglia/opc
37519431444,40,108,Layer 3,interneuron
32012518061,0,0,White matter,oligodendrocyte
8532680037,0,0,White matter,oligodendrocyte
82558158327,3,14,Layer 4,pyramidal neuron
79064430607,0,0,White matter,oligodendrocyte
48370587424,846,345,Layer 2,pyramidal neuron
72607299157,55,66,Layer 2,interneuron
39699887019,52,79,Layer 6,excitatory/spiny neuron with atypical tree
8052497603,1,2,White matter,microglia/opc
4239035457,0,0,Layer 6,oligodendrocyte
42246958225,0,1,White matter,oligodendrocyte
1596765375,671,294,Layer 2,pyramidal neuron
46056738992,14,18,Layer 1,oligodendrocyte
40314326243,37,35,Layer 5,microglia/opc
5071249782,2267,765,Layer 6,pyramidal neuron
31961517731,753,257,Layer 4,pyramidal neuron
29294616527,25,22,Layer 4,oligodendrocyte
32792972069,1080,714,Layer 3,interneuron
7732851286,0,1,White matter,oligodendrocyte
89856118297,115,55,Layer 2,interneuron
2763707985,23,37,Layer 1,astrocyte
38393433952,0,0,Layer 4,oligodendrocyte
837923584,138,154,Layer 2,unclassified neuron
62908877383,3,7,Layer 3,astrocyte
55993623901,1,1,Layer 4,oligodendrocyte
78786969571,0,0,White matter,oligodendrocyte
46213670511,1,1,Layer 2,microglia/opc
27073568557,0,1,Layer 1,microglia/opc
63871709907,0,0,Layer 2,microglia/opc
78114492956,0,0,White matter,oligodendrocyte
7455930005,0,0,White matter,astrocyte
59777823644,1,0,Layer 6,oligodendrocyte
5461300781,9,17,White matter,microglia/opc
43455511653,1,0,White matter,oligodendrocyte
49127927298,1,0,Layer 2,microglia/opc
36487535394,721,297,Layer 2,pyramidal neuron
52178602586,0,0,Layer 6,oligodendrocyte
22522086641,0,0,Layer 6,microglia/opc
50376181529,69,71,Layer 4,astrocyte
83520130177,0,1,Layer 5,oligodendrocyte
781987221,10,38,Layer 1,astrocyte
2279976089,2131,572,Layer 2,pyramidal neuron
636444441,144,225,Layer 1,interneuron
2341622358,21,93,Layer 1,microglia/opc
50763736584,13,10,White matter,oligodendrocyte
3501101412,30,28,Layer 4,astrocyte
6016838527,254,141,White matter,pyramidal neuron
25142485525,0,1,White matter,oligodendrocyte
32910291701,1041,477,Layer 3,interneuron
36972113902,22,34,Layer 1,astrocyte
3673437753,3127,779,Layer 6,pyramidal neuron
7544746332,2,1,White matter,oligodendrocyte
27739477105,1583,691,Layer 2,pyramidal neuron
4534589848,0,2,Layer 4,oligodendrocyte
68924445191,325,165,Layer 3,interneuron
6973817290,0,0,White matter,oligodendrocyte
4899790138,1,4,Layer 4,microglia/opc
32415857727,3769,1148,Layer 2,pyramidal neuron
22887637832,6,11,Layer 6,oligodendrocyte
59117860871,0,1,White matter,oligodendrocyte
48599824171,1,0,Layer 4,oligodendrocyte
1640831207,2932,1079,Layer 2,pyramidal neuron
57824429752,224,92,Layer 5,unclassified neuron
2350454954,595,179,Layer 4,pyramidal neuron
91177377235,24,20,Layer 4,unclassified neuron
32529948948,964,316,Layer 4,pyramidal neuron
6382170683,1856,777,Layer 5,unclassified neuron
95904046095,0,0,White matter,oligodendrocyte
68464443510,4,2,White matter,oligodendrocyte
6376694768,0,0,White matter,oligodendrocyte
28074644163,1284,446,Layer 2,pyramidal neuron
43163405208,2,0,White matter,oligodendrocyte
46966702254,807,238,Layer 4,interneuron
32537147877,3,2,White matter,oligodendrocyte
78818797164,10,60,Layer 6,pyramidal neuron
76277640149,1,0,Layer 2,oligodendrocyte
54714693099,1,2,Layer 2,oligodendrocyte
2952498956,194,301,Layer 1,interneuron
50641656479,14,9,Layer 2,astrocyte
36821225608,0,10,Layer 3,pyramidal neuron
50412874044,0,0,White matter,oligodendrocyte
58997210576,5,15,Layer 3,microglia/opc
36010258987,137,275,Layer 1,interneuron
36589289725,1625,483,Layer 3,excitatory/spiny neuron with atypical tree
60939027637,0,0,White matter,oligodendrocyte
5342026465,240,151,Layer 1,microglia/opc
33586359835,1,1,White matter,oligodendrocyte
36955278084,643,717,Layer 2,interneuron
4057953761,230,117,Layer 2,pyramidal neuron
6976359930,0,0,White matter,oligodendrocyte
5776462380,1512,579,Layer 2,pyramidal neuron
52320714473,0,1,White matter,oligodendrocyte
55241980134,12,13,Layer 1,astrocyte
1946416434,102,214,Layer 2,interneuron
78612472675,0,0,White matter,oligodendrocyte
3793179839,1,0,Layer 3,oligodendrocyte
34069084470,228,114,Layer 6,microglia/opc
40557534990,0,0,White matter,oligodendrocyte
5656195154,1,1,Layer 4,oligodendrocyte
1699615908,18,47,Layer 1,astrocyte
42318210699,0,0,White matter,oligodendrocyte
12081848441,388,299,Layer 1,unknown cell
4649776176,845,406,Layer 5,pyramidal neuron
23759580965,2,0,White matter,oligodendrocyte
4823615944,4,3,Layer 5,oligodendrocyte
31521969610,195,183,Layer 5,interneuron
910562342,1468,426,Layer 2,interneuron
66837421786,0,0,Layer 5,oligodendrocyte
85342670885,1,1,Layer 4,oligodendrocyte
63521899648,37,41,Layer 2,astrocyte
3310251487,0,0,Layer 4,oligodendrocyte
6618137201,132,76,Layer 5,pyramidal neuron
47592837044,6,1,Layer 4,oligodendrocyte
32776691758,10,29,Layer 4,microglia/opc
2542837524,4081,1053,Layer 2,pyramidal neuron
14486588252,0,0,White matter,oligodendrocyte
68541986229,0,1,Layer 5,microglia/opc
21393736108,53,56,Layer 3,astrocyte
28103393708,54,44,Layer 3,astrocyte
54615742751,0,2,Layer 1,microglia/opc
86242150613,1,2,Layer 6,oligodendrocyte
2864249525,493,196,Layer 2,pyramidal neuron
11855312329,1,1,Layer 4,oligodendrocyte
1374961813,2,15,Layer 3,pyramidal neuron
34128408583,1895,748,White matter,pyramidal neuron
52029382810,1,0,White matter,oligodendrocyte
59065411856,0,0,Layer 5,oligodendrocyte
84879294021,5,15,Layer 3,excitatory/spiny neuron with atypical tree
33242769872,52,46,Layer 4,astrocyte
60415189172,0,0,White matter,oligodendrocyte
49384685937,1,1,Layer 5,oligodendrocyte
4504964800,257,157,Layer 5,unclassified neuron
3895911859,7979,1878,Layer 3,pyramidal neuron
16989667236,1,0,White matter,oligodendrocyte
42682988382,0,0,White matter,oligodendrocyte
36038878036,24,28,Layer 1,astrocyte
19556564883,0,0,Layer 3,microglia/opc
78304919311,0,0,White matter,oligodendrocyte
65308098939,0,0,Layer 5,oligodendrocyte
43429157147,7,8,White matter,microglia/opc
86356784346,0,0,White matter,microglia/opc
75182652855,31,20,Layer 3,microglia/opc
5150327548,1424,471,Layer 2,pyramidal neuron
69367002086,0,0,White matter,oligodendrocyte
55791064733,43,53,Layer 3,oligodendrocyte
38980393986,42,56,Layer 2,astrocyte
25624668598,0,0,White matter,oligodendrocyte
75205386753,1,1,Layer 6,oligodendrocyte
5106189401,20,55,Layer 2,microglia/opc
4988432101,407,248,Layer 4,excitatory/spiny neuron with atypical tree
66909200624,63,90,Layer 6,astrocyte
92562383401,0,0,Layer 4,microglia/opc
68710456214,0,0,White matter,oligodendrocyte
3536509212,90,44,Layer 1,astrocyte
6351305306,1865,671,Layer 6,pyramidal neuron
47726523481,1,0,Layer 3,oligodendrocyte
33734516285,1414,557,White matter,astrocyte
52349946375,0,0,White matter,oligodendrocyte
27465782152,2,0,Layer 1,blood vessel cell
56826260969,0,1,Layer 3,microglia/opc
2074466575,6298,1681,Layer 3,pyramidal neuron
31149336925,2841,1005,Layer 2,pyramidal neuron
41512629874,3038,1262,Layer 3,interneuron
4159021887,4360,1318,Layer 3,pyramidal neuron
6118125750,1085,322,Layer 6,excitatory/spiny neuron with atypical tree
41137529332,1,1,Layer 1,astrocyte
75793543790,0,0,Layer 4,oligodendrocyte
34055301069,899,323,Layer 6,pyramidal neuron
2221469264,4790,1413,Layer 3,pyramidal neuron
80115659538,6,33,Layer 2,interneuron
30239870769,520,323,Layer 5,unclassified neuron
38900921565,22,23,Layer 5,microglia/opc
39560870622,899,519,Layer 3,interneuron
51584370754,7,4,Layer 5,microglia/opc
37102033930,801,273,Layer 2,pyramidal neuron
65967348657,15,34,Layer 3,astrocyte
83428990986,0,13,Layer 6,pyramidal neuron
5865397383,2,8,Layer 1,astrocyte
29182786959,3293,958,Layer 2,interneuron
93837519013,9,2,White matter,oligodendrocyte
40093646220,1,0,Layer 6,oligodendrocyte
2466401822,0,0,Layer 3,microglia/opc
63958674660,0,0,Layer 3,microglia/opc
85225484441,1,0,Layer 5,oligodendrocyte
85831004596,0,2,White matter,oligodendrocyte
39081564265,1973,852,Layer 2,interneuron
59569847756,0,0,White matter,oligodendrocyte
58541922551,0,0,Layer 5,oligodendrocyte
28221385113,702,255,Layer 2,pyramidal neuron
16203943083,1,0,White matter,oligodendrocyte
67335111491,0,0,Layer 4,oligodendrocyte
3396455451,147,108,Layer 5,unclassified neuron
38652965088,30,43,Layer 5,oligodendrocyte
68646310566,0,1,Layer 4,oligodendrocyte
42075455460,0,1,Layer 6,microglia/opc
4477572549,1,1,Layer 4,microglia/opc
3108290581,0,0,Layer 3,oligodendrocyte
43061592447,91,42,White matter,astrocyte
16597235677,0,0,White matter,oligodendrocyte
81626336004,1,2,Layer 4,unclassified neuron
6596294264,0,0,White matter,oligodendrocyte
56196782924,0,0,Layer 4,oligodendrocyte
4500948443,1760,659,Layer 6,spiny stellate neuron
5785530020,2749,782,Layer 5,pyramidal neuron
74666360218,0,0,Layer 6,microglia/opc
3837494386,57,100,Layer 3,microglia/opc
58020900012,0,1,Layer 3,oligodendrocyte
42770084190,25,23,White matter,oligodendrocyte
77872712025,0,0,Layer 6,oligodendrocyte
70079633002,0,0,White matter,oligodendrocyte
11418902617,0,0,Layer 4,oligodendrocyte
50068202051,1,9,Layer 5,microglia/opc
3531850525,3846,935,Layer 3,pyramidal neuron
41891511918,0,1,Layer 3,oligodendrocyte
85651524949,0,0,Layer 3,microglia/opc
5886482147,1778,606,White matter,pyramidal neuron
46696527081,37,26,Layer 1,astrocyte
61475864641,1,0,White matter,oligodendrocyte
4285043871,249,156,Layer 5,unclassified neuron
2646548593,3623,1319,Layer 2,pyramidal neuron
96344261008,1,0,White matter,oligodendrocyte
40064328455,332,130,Layer 6,excitatory/spiny neuron with atypical tree
34299868461,0,3,White matter,unknown cell
91874620130,1,0,Layer 5,oligodendrocyte
64639153178,0,1,Layer 4,oligodendrocyte
7329994059,4,24,Layer 5,pyramidal neuron
67358635219,0,0,White matter,oligodendrocyte
60855466015,0,7,Layer 6,pyramidal neuron
85297596589,0,0,Layer 5,oligodendrocyte
59459112877,7,9,Layer 5,microglia/opc
43817631315,0,0,White matter,oligodendrocyte
6998756283,0,0,Layer 3,pyramidal neuron
42509236185,1,1,White matter,oligodendrocyte
30313677840,384,180,Layer 5,pyramidal neuron
28746378779,728,278,Layer 2,pyramidal neuron
48524044968,0,0,Layer 5,oligodendrocyte
40936371190,0,0,White matter,oligodendrocyte
78988508858,0,0,White matter,oligodendrocyte
42275663868,0,0,White matter,oligodendrocyte
7601632442,0,0,White matter,oligodendrocyte
33036456836,311,250,Layer 5,interneuron
34736407430,0,0,White matter,microglia/opc
7922386808,0,0,White matter,oligodendrocyte
15212929984,1,0,White matter,oligodendrocyte
5870930712,2466,807,Layer 6,pyramidal neuron
7906486834,0,0,White matter,oligodendrocyte
5490253915,327,198,White matter,astrocyte
60749799713,0,0,White matter,oligodendrocyte
43179260186,0,0,White matter,oligodendrocyte
25202393407,120,72,White matter,astrocyte
4230363731,130,181,Layer 3,astrocyte
6011641729,652,338,Layer 1,astrocyte
30989237550,28,70,Layer 2,astrocyte
3399040143,2128,940,Layer 5,pyramidal neuron
3398500020,2,0,Layer 4,oligodendrocyte
65179945506,1,0,Layer 3,oligodendrocyte
34126320589,2,2,White matter,microglia/opc
93612210713,422,153,Layer 3,interneuron
32558318179,1597,462,Layer 4,pyramidal neuron
6705014001,1,0,Layer 4,oligodendrocyte
41952454748,42,15,Layer 1,interneuron
3244635389,9,23,Layer 1,microglia/opc
31775851446,158,72,Layer 2,pyramidal neuron
4256032264,1,0,Layer 5,oligodendrocyte
32180430283,183,146,Layer 4,interneuron
39036257104,23,23,Layer 3,microglia/opc
40884553445,122,87,Layer 4,microglia/opc
29586621515,416,171,Layer 4,pyramidal neuron
41235546648,349,251,Layer 3,interneuron
40936430098,0,0,White matter,oligodendrocyte
32196754798,1494,653,Layer 4,pyramidal neuron
82852340062,0,0,Layer 3,oligodendrocyte
31244740685,95,84,Layer 5,astrocyte
85559569311,1,0,Layer 5,oligodendrocyte
41118724375,31,54,Layer 4,microglia/opc
30407021709,24,65,Layer 2,interneuron
40500254388,163,71,White matter,oligodendrocyte
7250960348,0,0,White matter,oligodendrocyte
4824098402,1,1,Layer 5,oligodendrocyte
6100285754,0,0,White matter,oligodendrocyte
40973692860,0,0,Layer 3,microglia/opc
39833164963,0,0,Layer 5,microglia/opc
55034002165,9,27,Layer 3,microglia/opc
1787105373,635,574,Layer 1,interneuron
61388814754,0,0,White matter,oligodendrocyte
34111135172,0,0,White matter,oligodendrocyte
316113467,20,28,Layer 1,unclassified neuron
4229267475,1010,509,Layer 4,interneuron
44800819127,35,37,Layer 2,astrocyte
18131813847,0,0,Layer 2,unclassified neuron
25901138879,1,4,White matter,oligodendrocyte
16817637260,0,0,White matter,oligodendrocyte
33380997091,0,0,White matter,oligodendrocyte
8474668637,0,0,White matter,oligodendrocyte
47141111038,8,6,Layer 4,unknown cell
94739542890,1,0,White matter,oligodendrocyte
66573129478,0,2,Layer 6,oligodendrocyte
6963539248,536,258,White matter,unclassified neuron
59330025714,0,0,Layer 4,oligodendrocyte
28891146730,1037,328,Layer 2,pyramidal neuron
16713444212,0,0,White matter,oligodendrocyte
5541328846,454,183,Layer 4,excitatory/spiny neuron with atypical tree
69200272903,181,128,Layer 4,interneuron
45019658036,2,0,Layer 2,microglia/opc
87176468535,2,2,Layer 5,oligodendrocyte
95192712036,2,1,White matter,oligodendrocyte
3808831503,4419,1372,Layer 3,pyramidal neuron
78597711101,0,0,White matter,oligodendrocyte
39912624137,234,257,Layer 2,interneuron
5947120277,1432,465,Layer 5,oligodendrocyte
41033805120,1231,366,Layer 2,pyramidal neuron
34023617054,36,15,White matter,oligodendrocyte
55861251800,23,27,Layer 4,pyramidal neuron
30898199630,823,369,Layer 4,pyramidal neuron
68598623451,0,0,Layer 6,oligodendrocyte
34708111742,0,0,White matter,oligodendrocyte
48784395129,68,67,Layer 6,astrocyte
7586432688,0,0,White matter,oligodendrocyte
33056986118,0,0,Layer 2,oligodendrocyte
85120823357,1,0,Layer 6,microglia/opc
43455891368,11,6,White matter,astrocyte
29992909436,2,3,Layer 5,microglia/opc
36240310753,1013,270,Layer 3,pyramidal neuron
6525902368,2919,835,White matter,pyramidal neuron
69170734992,27,39,Layer 4,astrocyte
82748146561,2,1,Layer 4,microglia/opc
51198278420,3,0,White matter,oligodendrocyte
42566720619,1,1,White matter,blood vessel cell
93766323815,0,0,Layer 6,microglia/opc
5795328319,0,0,White matter,microglia/opc
90625079533,0,0,Layer 3,oligodendrocyte
6047413032,50,63,Layer 5,interneuron
78342527109,3,1,Layer 3,astrocyte
5769001348,0,0,Layer 6,oligodendrocyte
4448560072,305,114,Layer 4,pyramidal neuron
52697772735,0,0,White matter,oligodendrocyte
4750539133,0,3,Layer 5,oligodendrocyte
71235096573,35,77,Layer 2,interneuron
54714766599,299,195,Layer 2,interneuron
47285850702,0,3,Layer 4,oligodendrocyte
21608196259,0,0,Layer 5,oligodendrocyte
41494072444,39,39,Layer 5,astrocyte
24098571836,75,59,Layer 5,astrocyte
5795152236,216,139,White matter,excitatory/spiny neuron with atypical tree
15843108742,1,0,Layer 6,oligodendrocyte
62737564040,0,0,Layer 1,oligodendrocyte
68137378103,1,0,Layer 3,oligodendrocyte
69011277342,0,0,Layer 3,oligodendrocyte
4012822944,2,1,Layer 3,oligodendrocyte
38392659276,164,88,Layer 4,c-shaped cell
4109875032,27,47,Layer 5,unclassified neuron
32386641556,13,13,Layer 3,microglia/opc
41052187387,0,1,White matter,oligodendrocyte
40435105734,3,0,Layer 3,microglia/opc
40508650843,14,24,Layer 3,microglia/opc
30328804097,0,0,Layer 4,oligodendrocyte
93813163386,0,1,Layer 5,oligodendrocyte
2310199959,80,126,Layer 2,astrocyte
28906842239,1649,663,Layer 2,pyramidal neuron
44597135293,490,197,Layer 2,excitatory/spiny neuron with atypical tree
42216691379,1,0,White matter,oligodendrocyte
32469325397,318,157,Layer 5,pyramidal neuron
5960640328,1480,422,Layer 5,pyramidal neuron
49967703901,0,0,Layer 5,oligodendrocyte
25510065585,0,1,Layer 6,microglia/opc
75199750462,0,1,Layer 2,oligodendrocyte
38510299345,576,248,Layer 4,pyramidal neuron
18597353150,749,361,Layer 2,interneuron
2530864514,97,147,Layer 1,interneuron
11025989819,1,1,Layer 3,microglia/opc
68028251916,4,4,White matter,microglia/opc
7105533646,0,0,White matter,oligodendrocyte
37189142355,984,339,Layer 2,pyramidal neuron
3776681210,7,14,Layer 4,unknown cell
6569501259,1,0,White matter,oligodendrocyte
41468651867,0,1,Layer 3,oligodendrocyte
41542313528,371,183,Layer 3,interneuron
15917953117,409,202,Layer 5,excitatory/spiny neuron with atypical tree
41887963515,0,0,Layer 5,oligodendrocyte
33184336456,853,320,Layer 4,pyramidal neuron
6094632627,834,360,Layer 4,pyramidal neuron
39910550144,1,1,Layer 3,oligodendrocyte
2860423544,0,0,Layer 3,oligodendrocyte
23714609176,0,0,White matter,oligodendrocyte
6530692493,1,0,Layer 4,oligodendrocyte
7280686481,0,0,White matter,oligodendrocyte
96369872322,0,0,White matter,oligodendrocyte
55067614907,14,21,Layer 1,astrocyte
5055071249,655,286,Layer 6,unclassified neuron
27768417631,112,136,Layer 3,astrocyte
6497768045,18,5,Layer 6,microglia/opc
3907682045,873,638,Layer 5,spiny stellate neuron
93391821917,1,0,Layer 5,oligodendrocyte
39806182868,35,26,Layer 5,pyramidal neuron
40399085466,2,15,Layer 6,unknown cell
59898633219,6,8,Layer 3,microglia/opc
60152458972,0,0,White matter,oligodendrocyte
33053072859,239,102,Layer 4,pyramidal neuron
71749855815,7,7,Layer 1,oligodendrocyte
4213221265,1984,754,Layer 5,pyramidal neuron
5482224120,334,160,Layer 5,microglia/opc
753820442,6,6,Layer 1,astrocyte
6484377108,1416,517,Layer 5,spiny stellate neuron
41741106928,1,0,Layer 6,oligodendrocyte
69847859423,0,1,White matter,oligodendrocyte
21600646707,0,2,Layer 1,oligodendrocyte
87884369701,0,0,White matter,oligodendrocyte
50446105402,61,54,Layer 6,astrocyte
81918065543,1,1,Layer 4,oligodendrocyte
33893973980,3,1,White matter,oligodendrocyte
84857961747,0,2,Layer 6,oligodendrocyte
49219432862,43,23,White matter,microglia/opc
32588221384,1813,428,Layer 4,pyramidal neuron
