Wafer,Section Part Names,Z / Part Ordinal in 964355253395:h01:google_layout_1,Thickness (nm),mFOV overlap (%),Dwell Time (ns),Number of mFOVs,Number FSPs,Duration,Missing thumbs,Missing images,Missing thumb coord,Missing image coord,Metadata,Protocol,FocusMap,Workflow,sFOV stitch,mFOV rotation,# mFOV gaps,# mFOV low conf,# mFOV jitter,mFOV quality,Worst beams
9,S108R1,949,30,10,200,655,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2876,0,0,1,47.7 ± 13.3,"48,24,46,58,1"
9,S107R1,950,30,10,200,652,17/17,28.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2717,0,0,2,45.2 ± 13.9,"48,24,58,46,1"
9,S106R1,951,30,10,200,648,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2794,0,0,1,48.0 ± 12.8,"48,24,58,46,42"
9,S105R1,952,30,10,200,650,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2873,0,0,4,45.0 ± 12.9,"48,24,1,58,46"
9,S104R1,953,30,10,200,654,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2839,0,0,5,50.6 ± 15.0,"48,24,58,1,46"
9,S103R1,954,30,10,200,650,17/17,28.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.283,0,0,3,47.6 ± 13.8,"48,24,1,58,46"
9,S102R1,955,30,10,200,658,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2807,0,0,10,47.2 ± 14.0,"48,24,1,58,55"
9,S101R1,956,30,10,200,651,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2818,0,0,11,40.5 ± 13.2,"24,48,1,46,58"
9,S100R1,957,30,10,200,651,17/17,29.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2859,0,0,0,33.8 ± 10.8,"24,58,48,55,43"
9,S99R1,958,30,10,200,652,17/17,28.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2853,0,0,0,40.1 ± 12.3,"24,48,58,43,42"
9,S98R1,959,30,10,200,654,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2794,0,0,1,47.9 ± 13.6,"24,48,58,46,43"
9,S97R1,960,30,10,200,652,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2804,0,0,0,49.1 ± 12.7,"24,48,58,1,46"
9,S96R1,961,30,10,200,649,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.284,0,0,1,51.3 ± 13.3,"24,48,58,1,46"
9,S95R1,962,30,10,200,651,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2758,0,0,0,50.9 ± 12.8,"24,48,58,46,42"
9,S94R1,963,30,10,200,648,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2865,0,0,0,53.4 ± 13.2,"24,48,58,1,43"
9,S93R1,964,30,10,200,653,17/17,28.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2781,0,0,1,52.7 ± 13.5,"48,24,58,1,46"
9,S92R1,965,30,10,200,656,17/17,28.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2752,0,8,10,53.1 ± 14.3,"48,24,58,46,1"
9,S91R1,966,30,10,200,650,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2822,0,0,17,48.4 ± 13.5,"24,48,46,1,58"
9,S90R1,967,30,10,200,657,17/17,28.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2843,0,0,36,48.9 ± 14.3,"24,48,58,1,43"
9,S89R1,968,30,10,200,650,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2862,0,0,35,42.7 ± 13.3,"24,48,58,55,1"
9,S88R1,969,30,10,200,650,30/30,31.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2745,0,0,51,34.5 ± 10.2,"24,48,46,43,42"
9,S87R1,970,30,10,200,650,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2814,0,0,5,32.6 ± 10.5,"48,24,1,46,43"
9,S86R1,971,30,10,200,650,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2835,0,0,7,40.3 ± 12.6,"24,48,58,1,46"
9,S85R1,972,30,10,200,650,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.282,0,0,19,38.3 ± 12.3,"24,48,58,1,43"
9,S84R1,973,30,10,200,650,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2795,0,0,13,45.5 ± 10.9,"24,48,58,1,55"
9,S83R1,974,30,10,200,651,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2703,0,0,6,42.1 ± 10.8,"24,48,58,1,55"
9,S82R1,975,30,10,200,656,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2601,0,0,7,42.4 ± 10.5,"48,1,24,58,46"
9,S81R1,976,30,10,200,652,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2879,0,0,1,39.8 ± 11.5,"48,24,1,46,58"
9,S80R1,977,30,10,200,648,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2747,0,0,0,38.4 ± 13.5,"48,24,1,46,43"
9,S79R1,978,30,10,200,651,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2798,0,0,2,41.3 ± 10.7,"48,24,1,58,46"
9,S78R1,979,30,10,200,656,17/17,28.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2823,0,11,0,40.9 ± 12.1,"48,24,46,58,1"
9,S77R1,980,30,10,200,650,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2845,0,0,2,42.4 ± 10.6,"24,48,1,58,46"
9,S76R1,981,30,10,200,649,24/25,30.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2831,0,0,16,38.6 ± 9.1,"48,24,46,42,45"
9,S75R1,982,30,10,200,650,17/17,29.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2845,0,0,17,36.6 ± 13.4,"24,48,58,1,55"
9,S74R1,983,30,10,200,648,17/17,29.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2902,0,0,11,24.6 ± 8.4,"24,48,1,58,43"
9,S73R1,984,30,10,200,650,17/17,28.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2892,0,0,10,35.5 ± 12.8,"48,24,46,43,42"
9,S72R1,985,30,10,200,654,17/17,28.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2838,0,0,6,38.3 ± 12.8,"24,48,1,58,46"
9,S71R1,986,30,10,200,653,17/17,28.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2814,0,0,21,42.1 ± 16.0,"48,24,58,1,46"
9,S70R1,987,30,10,200,648,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2859,0,0,20,46.8 ± 10.7,"24,48,58,1,46"
9,S69R1,988,30,10,200,648,17/17,27.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2852,0,0,28,47.1 ± 11.4,"24,48,1,58,43"
9,S68R1,989,30,10,200,648,16/17,29.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2863,0,0,39,49.8 ± 11.1,"48,24,1,58,46"
9,S67R1,990,30,10,200,653,17/17,28.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2862,0,0,20,49.2 ± 13.6,"24,48,58,1,43"
9,S66R1,991,30,10,200,648,17/17,27.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2813,0,0,22,49.2 ± 11.9,"24,48,58,1,55"
9,S65R1,992,30,10,200,652,17/17,28.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2881,0,0,11,49.3 ± 11.6,"24,48,1,58,43"
9,S64R1,993,30,10,200,648,17/17,27.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2865,0,3,3,46.5 ± 10.8,"48,24,58,46,1"
9,S63R1,994,30,10,200,650,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2855,0,0,18,43.4 ± 12.2,"24,48,58,1,43"
9,S62R1,995,30,10,200,647,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2783,0,0,2,38.7 ± 11.9,"24,48,46,58,43"
9,S61R1,996,30,10,200,648,17/17,29.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2858,0,0,1,34.8 ± 11.3,"24,58,48,55,49"
9,S60R1,997,30,10,200,649,17/17,88.7 min,complete,complete,complete,complete,good,corrupted,good,good,good,-0.2863,0,0,77,74.6 ± 20.0,"24,58,55,42,48"
9,S59R1,998,30,10,200,651,17/17,28.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2825,0,0,14,40.1 ± 10.3,"24,48,58,42,43"
9,S58R1,999,30,10,200,651,17/17,28.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2834,0,0,6,42.7 ± 10.9,"24,48,58,42,55"
9,S57R1,1000,30,10,200,659,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2866,0,0,5,41.7 ± 12.2,"24,48,58,42,46"
9,S56R1,1001,30,10,200,649,17/17,27.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.283,0,0,7,43.8 ± 11.3,"24,48,58,1,43"
9,S55R1,1002,30,10,200,650,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2787,0,0,9,46.6 ± 9.9,"24,48,58,55,46"
9,S54R1,1003,30,10,200,649,17/17,27.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2826,0,0,3,44.0 ± 10.3,"24,48,58,55,49"
9,S53R1,1004,30,10,200,649,17/17,28.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2852,0,0,14,52.4 ± 11.0,"48,24,46,58,1"
9,S52R1,1005,30,10,200,659,17/17,29.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2791,0,6,6,48.3 ± 14.2,"24,48,58,46,42"
9,S51R1,1006,30,10,200,659,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.29,0,0,10,51.2 ± 14.7,"24,48,46,42,58"
9,S50R1,1007,30,10,200,651,17/17,28.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2814,0,0,17,49.8 ± 12.7,"24,48,58,46,42"
9,S49R1,1008,30,10,200,650,17/17,28.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2827,0,0,24,48.8 ± 14.0,"24,48,46,58,43"
9,S48R1,1009,30,10,200,648,17/17,28.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.28,0,0,14,50.0 ± 13.0,"24,48,58,1,46"
9,S47R1,1010,30,10,200,656,17/17,28.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2775,0,0,9,42.3 ± 13.1,"24,48,46,42,43"
9,S46R1,1011,30,10,200,649,17/17,86.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2825,0,0,28,89.5 ± 21.1,"24,48,58,46,55"
9,S45R1,1012,30,10,200,660,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2901,0,0,9,44.9 ± 12.3,"24,48,58,43,46"
9,S44R1,1013,30,10,200,653,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2828,0,0,1,45.2 ± 12.5,"24,48,46,42,43"
9,S43R1,1014,30,10,200,651,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2852,0,0,2,49.8 ± 12.2,"24,48,58,46,1"
9,S42R1,1015,30,10,200,647,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2801,0,0,5,47.4 ± 12.2,"24,48,46,58,43"
9,S41R1,1016,30,10,200,650,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2863,0,0,5,51.6 ± 12.8,"24,48,58,46,42"
9,S40R1,1017,30,10,200,650,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2846,0,0,3,51.3 ± 11.4,"24,48,58,1,46"
9,S39R1,1018,30,10,200,652,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2808,0,0,6,49.9 ± 13.4,"24,48,58,1,55"
9,S38R1,1019,30,10,200,650,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2846,0,0,7,50.9 ± 12.2,"24,48,58,1,46"
9,S37R1,1020,30,10,200,651,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2791,0,0,14,45.1 ± 11.3,"24,48,1,58,46"
9,S36R1,1021,30,10,200,650,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2889,0,0,19,46.1 ± 11.3,"24,48,58,1,46"
9,S35R1,1022,30,10,200,658,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2848,0,11,10,44.3 ± 12.7,"24,48,58,1,43"
9,S34R1,1023,30,10,200,657,17/17,28.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2777,0,0,13,40.4 ± 13.8,"24,48,58,1,55"
9,S33R1,1024,30,10,200,650,17/17,30.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2805,0,0,3,25.9 ± 6.2,"24,58,55,49,19"
9,S32R1,1025,30,10,200,658,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2883,0,0,1,39.5 ± 11.7,"24,48,1,58,46"
9,S31R1,1026,30,10,200,650,17/17,28.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2859,0,0,1,44.6 ± 11.7,"24,48,1,58,42"
9,S30R1,1027,30,10,200,658,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2805,0,6,2,46.4 ± 12.6,"24,48,58,1,42"
9,S29R1,1028,30,10,200,653,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2794,0,0,0,46.3 ± 11.5,"24,48,58,1,43"
9,S28R1,1029,30,10,200,656,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2883,0,0,0,42.6 ± 12.4,"24,48,58,1,46"
9,S27R1,1030,30,10,200,657,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2894,0,0,2,47.3 ± 12.6,"48,24,58,1,42"
9,S26R1,1031,30,10,200,658,17/17,37.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2862,0,0,0,35.7 ± 8.3,"24,48,58,46,42"
9,S25R1,1032,30,10,200,660,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2908,0,0,2,47.0 ± 12.6,"24,48,46,58,1"
9,S24R1,1033,30,10,200,657,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2836,0,0,0,42.4 ± 12.6,"24,48,46,42,43"
9,S23R1,1034,30,10,200,653,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2834,0,3,4,45.5 ± 13.2,"24,48,46,58,42"
9,S22R1,1035,30,10,200,658,17/17,29.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2849,0,0,9,34.7 ± 12.5,"24,48,1,43,9"
9,S21R1,1036,30,10,200,651,17/17,85.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2766,0,0,47,123.0 ± 21.4,"24,48,58,55,46"
9,S20R1,1037,30,10,200,654,31/31,36.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2834,0,0,0,32.2 ± 8.3,"24,48,58,46,42"
9,S19R1,1038,30,10,200,652,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2796,0,0,3,42.9 ± 11.8,"24,48,58,43,1"
9,S18R1,1039,30,10,200,657,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2829,0,0,7,50.1 ± 14.3,"24,48,58,1,46"
9,S17R1,1040,30,10,200,652,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2791,0,0,9,51.8 ± 13.2,"24,48,46,1,43"
9,S16R1,1041,30,10,200,657,17/17,28.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2754,0,0,20,51.4 ± 14.6,"24,48,58,1,46"
9,S15R1,1042,30,10,200,650,17/17,28.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.284,0,0,16,53.6 ± 12.6,"24,48,58,1,55"
9,S14R1,1043,30,10,200,648,17/17,27.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2795,0,0,14,49.6 ± 12.3,"48,24,1,58,46"
9,S13R1,1044,30,10,200,649,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2884,0,0,10,48.7 ± 12.4,"24,48,58,46,43"
9,S12R1,1045,30,10,200,658,17/17,28.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2856,0,0,1,45.2 ± 13.9,"24,48,58,1,43"
9,S11R1,1046,30,10,200,650,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2788,0,0,3,46.5 ± 9.8,"48,24,58,1,46"
9,S10R1,1047,30,10,200,658,17/17,86.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2807,0,0,16,112.3 ± 21.4,"24,48,58,46,45"
9,S9R1,1048,30,10,200,649,17/17,28.6 min,complete,complete,complete,complete,corrupted,good,good,good,good,-0.2846,0,0,18,40.2 ± 11.6,"48,24,46,58,43"
9,S8R1,1049,30,10,200,656,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2888,0,0,12,46.4 ± 12.6,"48,24,58,46,1"
9,S7R1,1050,30,10,200,648,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2896,0,0,12,48.7 ± 11.3,"24,48,58,46,42"
9,S6R1,1051,30,10,200,657,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.287,0,0,12,46.5 ± 14.2,"24,48,42,58,46"
9,S5R1,1052,30,10,200,651,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2812,0,0,21,49.6 ± 12.6,"48,24,42,46,43"
9,S4R1,1053,30,10,200,650,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2803,0,0,33,49.7 ± 13.3,"48,24,58,43,46"
9,S3R1,1054,30,10,200,651,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2847,0,0,25,44.3 ± 12.7,"24,48,58,1,43"
9,S2R1,1055,30,10,200,650,17/17,28.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2867,0,0,38,45.1 ± 13.2,"24,48,58,1,55"
9,S1R1,1056,30,10,200,655,30/32,31.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2828,0,0,35,33.9 ± 9.4,"24,58,48,55,46"
8,S111R1,1057,30,10,200,648,17/17,28.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2747,0,0,0,35.4 ± 10.5,"48,24,1,46,58"
8,S110R1,1058,30,10,200,650,15/17,29.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2744,0,0,1,39.4 ± 13.1,"48,24,58,46,42"
8,S109R1,1059,30,10,200,648,14/17,32.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2813,0,0,3,37.9 ± 10.6,"48,46,42,43,24"
8,S108R1,1060,30,10,200,653,16/17,30.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2879,0,0,0,42.2 ± 12.4,"48,24,46,43,45"
8,S107R1,1061,30,10,200,648,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2724,0,0,1,42.6 ± 12.0,"48,24,58,46,1"
8,S106R1,1062,30,10,200,651,13/17,29.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2879,0,0,8,43.8 ± 12.0,"48,24,58,1,55"
8,S105R1,1063,30,10,200,647,17/17,29.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2857,0,0,25,47.1 ± 12.8,"48,24,58,1,46"
8,S104R1,1064,30,10,200,650,17/17,27.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2858,0,0,31,43.6 ± 12.5,"24,48,58,1,55"
8,S103R1,1065,30,10,200,649,17/17,33.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2839,0,0,7,42.1 ± 13.4,"48,24,46,42,43"
8,S102R1,1066,30,10,200,653,17/17,29.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2838,0,0,9,41.0 ± 12.8,"48,24,46,58,1"
8,S101R1,1067,30,10,200,649,17/17,29.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.27,0,0,4,36.5 ± 13.0,"48,24,1,46,58"
8,S100R1,1068,30,10,200,654,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2866,0,0,0,27.0 ± 11.5,"24,48,58,43,42"
8,S99R1,1069,30,10,200,652,16/17,29.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.275,0,0,0,39.7 ± 12.1,"24,48,58,46,42"
8,S98R1,1070,30,10,200,651,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.282,0,0,0,37.8 ± 12.7,"24,48,46,42,43"
8,S97R1,1071,30,10,200,650,17/17,28.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2832,0,0,1,44.8 ± 13.4,"24,48,46,43,42"
8,S96R1,1072,30,10,200,650,15/17,29.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2797,0,0,0,47.2 ± 13.0,"24,48,58,43,42"
8,S95R1,1073,30,10,200,651,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2818,0,0,1,45.4 ± 12.5,"24,48,58,1,46"
8,S94R1,1074,30,10,200,650,17/17,29.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.286,0,0,2,46.2 ± 13.0,"24,48,58,1,43"
8,S93R1,1075,30,10,200,650,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2858,0,0,2,46.6 ± 13.0,"24,48,58,1,46"
8,S92R1,1076,30,10,200,653,13/17,30.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2799,0,0,4,47.1 ± 13.4,"24,48,58,1,43"
8,S91R1,1077,30,10,200,653,17/17,28.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2869,0,0,22,45.9 ± 13.2,"24,48,58,43,46"
8,S90R1,1078,30,10,200,651,35/35,30.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2819,0,0,9,41.1 ± 10.1,"24,48,58,1,46"
8,S89R1,1079,30,10,200,649,17/17,28.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2857,0,0,10,39.7 ± 13.4,"24,48,1,58,46"
8,S88R1,1080,30,10,200,653,16/17,32.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2902,0,0,3,28.9 ± 14.8,"24,48,46,43,42"
8,S87R1,1081,30,10,200,650,17/17,29.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2814,0,0,0,29.4 ± 8.8,"24,48,58,43,42"
8,S86R1,1082,30,10,200,654,16/17,29.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2788,0,0,0,38.4 ± 11.8,"24,48,58,46,43"
8,S85R1,1083,30,10,200,650,17/17,29.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2838,0,0,0,40.6 ± 12.2,"24,48,46,58,43"
8,S84R1,1084,30,10,200,651,17/17,28.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2842,0,0,1,40.7 ± 12.6,"24,48,58,43,55"
8,S83R1,1085,30,10,200,652,17/17,31.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2848,0,0,1,46.9 ± 12.0,"24,48,46,58,43"
8,S82R1,1086,30,10,200,652,17/17,29.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2827,0,0,0,41.4 ± 11.8,"24,48,58,55,43"
8,S81R1,1087,30,10,200,650,15/17,32.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2856,0,0,0,46.7 ± 11.8,"24,48,58,55,46"
8,S80R1,1088,30,10,200,651,17/17,28.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2862,0,0,0,41.4 ± 11.9,"24,48,58,55,19"
8,S79R1,1089,30,10,200,650,14/17,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2736,0,0,1,42.7 ± 12.4,"24,48,46,42,43"
8,S78R1,1090,30,10,200,644,15/17,31.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.284,0,0,0,46.5 ± 11.7,"24,48,58,46,55"
8,S77R1,1091,30,10,200,649,17/17,28.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2802,0,0,1,39.2 ± 11.3,"24,48,58,43,42"
8,S76R1,1092,30,10,200,650,13/17,32.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2744,0,0,9,39.7 ± 12.1,"48,24,46,43,42"
8,S75R1,1093,30,10,200,653,17/17,29.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2735,0,0,31,37.1 ± 12.8,"24,48,42,58,46"
8,S74R1,1094,30,10,200,652,17/17,30.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2774,0,0,12,29.5 ± 11.3,"24,48,43,46,42"
8,S73R1,1095,30,10,200,649,14/17,32.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2857,0,0,5,31.2 ± 10.1,"24,48,58,55,42"
8,S72R1,1096,30,10,200,648,15/17,30.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2824,0,0,11,38.7 ± 10.5,"24,48,58,42,46"
8,S71R1,1097,30,10,200,650,16/17,29.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2848,0,0,2,41.0 ± 11.4,"24,48,58,43,46"
8,S70R1,1098,30,10,200,653,16/17,29.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.28,0,0,7,40.3 ± 12.2,"24,48,58,43,42"
8,S69R1,1099,30,10,200,650,17/17,29.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.284,0,0,5,42.1 ± 11.4,"24,48,58,43,42"
8,S68R1,1100,30,10,200,648,14/17,30.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2821,0,0,3,41.1 ± 11.1,"24,48,58,43,55"
8,S67R1,1101,30,10,200,650,16/17,30.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2853,0,0,2,42.6 ± 12.1,"24,48,58,55,43"
8,S66R1,1102,30,10,200,653,17/17,29.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2847,0,0,0,36.2 ± 12.0,"24,48,58,55,43"
8,S65R1,1103,30,10,200,653,15/17,34.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2824,0,0,0,40.3 ± 12.1,"24,48,58,46,42"
8,S64R1,1104,30,10,200,654,17/17,28.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2842,0,0,0,38.9 ± 12.2,"24,48,58,43,42"
8,S63R1,1105,30,10,200,654,15/17,30.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2832,0,0,1,40.5 ± 12.6,"24,48,58,43,42"
8,S62R1,1106,30,10,200,651,16/17,29.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2864,0,0,0,40.0 ± 11.5,"24,48,58,55,19"
8,S61R1,1107,30,10,200,651,17/17,30.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2742,0,0,6,38.1 ± 12.2,"24,48,58,43,55"
8,S60R1,1108,30,10,200,651,17/17,29.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2822,0,0,3,33.7 ± 12.7,"24,48,58,43,42"
8,S59R1,1109,30,10,200,652,17/17,29.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2868,0,0,13,35.0 ± 10.3,"24,48,58,46,42"
8,S58R1,1110,30,10,200,649,16/17,29.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.288,0,0,8,41.3 ± 11.7,"24,48,58,42,43"
8,S57R1,1111,30,10,200,649,17/17,29.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2867,0,0,15,44.7 ± 11.8,"24,48,58,43,42"
