Wafer,Section Part Names,Z / Part Ordinal in 964355253395:h01:google_layout_1,Thickness (nm),mFOV overlap (%),Dwell Time (ns),Number of mFOVs,Number FSPs,Duration,Missing thumbs,Missing images,Missing thumb coord,Missing image coord,Metadata,Protocol,FocusMap,Workflow,sFOV stitch,mFOV rotation,# mFOV gaps,# mFOV low conf,# mFOV jitter,mFOV quality,Worst beams
N10,S85R1,2973,33,3 (new system),200,720,14/17,36.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.278,0,0,0,0.3 ± 2.5,"43,29,31,6,19"
N10,S86R1,2974,33,3 (new system),200,718,17/17,33.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2766,0,0,0,-2.3 ± 3.5,"43,42,31,23,26"
N10,S87R1,2975,66,3 (new system),200,718,17/17,34.0 min,complete,complete,complete,complete,good,corrupted,good,good,good,-0.2857,0,0,0,-4.3 ± 1.8,"43,42,23,26,46"
N10,S88R1,2976,33,3 (new system),200,714,16/16,34.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2793,0,0,0,6.4 ± 3.9,"43,19,6,60,1"
N10,S89R1,"2977, 2978",33,3 (new system),200,726,16/16,48.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2731,0,7,0,3.1 ± 5.7,"43,42,45,44,46"
N10,S90R1,2979,33,3 (new system),200,719,17/17,34.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2822,0,0,0,-4.9 ± 2.8,"43,26,46,42,23"
N10,S91R1,2980,33,3 (new system),200,720,17/17,34.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2795,0,12,0,1.1 ± 4.5,"43,20,42,60,26"
N10,S92R1,2981,33,3 (new system),200,716,17/17,33.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2755,0,0,0,-1.5 ± 2.3,"43,20,19,26,31"
N10,S93R1,2982,33,3 (new system),200,718,22/23,48.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2759,0,0,0,2.5 ± 7.1,"43,42,38,44,41"
N10,S94R1,2983,33,3 (new system),200,717,17/17,39.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2776,0,0,0,-2.8 ± 2.6,"43,42,40,41,23"
N10,S95R1,2984,33,3 (new system),200,719,14/17,37.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.282,0,0,0,-1.9 ± 2.7,"32,31,54,55,57"
N10,S96R1,2985,33,3 (new system),200,720,15/15,38.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2751,0,0,0,3.0 ± 5.9,"43,46,45,47,44"
N10,S97R1,2986,33,3 (new system),200,719,16/16,34.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2783,0,9,0,2.3 ± 3.0,"43,46,60,19,26"
N10,S98R1,2987,33,3 (new system),200,719,15/15,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.278,0,0,0,3.0 ± 3.6,"19,6,43,31,20"
N10,S99R1,2988,33,3 (new system),200,719,16/17,34.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2825,0,8,0,-3.5 ± 4.1,"43,26,42,23,20"
N10,S100R1,2989,33,3 (new system),200,717,43417,34.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2764,0,0,0,2.0 ± 5.6,"19,31,6,43,32"
N10,S101R1,2990,33,3 (new system),200,720,17/17,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2821,0,0,0,-5.4 ± 3.8,"43,42,23,41,40"
N10,S102R1,2991,66,3 (new system),200,731,17/17,34.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2616,0,0,0,0.1 ± 3.4,"43,46,42,60,26"
N10,S103R1,2992,33,3 (new system),200,718,14/17,38.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2794,0,0,0,1.1 ± 3.9,"43,60,23,20,11"
N10,S104R1,2993,33,3 (new system),200,716,17/17,34.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2793,0,10,0,-4.5 ± 2.4,"43,26,20,60,46"
N10,S105R1,2994,66,3 (new system),200,717,17/17,40.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2764,0,0,0,1.7 ± 2.6,"43,46,42,60,19"
N10,S106R1,2995,66,3 (new system),200,719,15/15,40.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2735,0,3,0,1.0 ± 3.8,"43,19,6,60,31"
N10,S107R1,2996,33,3 (new system),200,724,17/17,41.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2782,0,0,0,4.6 ± 6.3,"43,60,41,42,10"
N10,S108R1,2997,33,3 (new system),200,717,13/17,43.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2807,0,0,0,-1.0 ± 6.7,"50,46,49,51,47"
N10,S109R1,2998,33,3 (new system),200,722,15/15,34.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2836,0,0,0,-2.4 ± 4.3,"43,26,42,23,41"
N10,S110R1,2999,33,3 (new system),200,720,15/16,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2793,0,0,0,1.5 ± 3.1,"43,42,46,44,23"
N10,S111R1,3000,33,3 (new system),200,717,15/15,36.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2791,0,6,0,-4.6 ± 5.0,"43,38,61,60,40"
N10,S112R1,3001,33,3 (new system),200,718,17/17,40.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2788,0,5,0,-3.7 ± 3.8,"60,20,51,10,19"
N10,S113R1,3002,33,3 (new system),200,719,13/13,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2824,0,0,0,-0.9 ± 4.0,"43,41,23,42,19"
N10,S114R1,3003,33,3 (new system),200,717,17/17,33.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2778,0,0,0,-2.4 ± 2.5,"31,43,32,57,19"
N10,S115R1,3004,33,3 (new system),200,716,13/13,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2799,0,3,0,-0.2 ± 4.3,"43,46,26,45,42"
N10,S116R1,3005,33,3 (new system),200,719,17/17,33.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2744,0,20,0,-5.8 ± 3.3,"43,42,40,23,26"
N10,S117R1,3006,66,3 (new system),200,731,17/17,40.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2697,0,3,0,2.3 ± 2.6,"43,46,42,45,44"
N10,S118R1,3007,33,3 (new system),200,721,15/16,35.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2796,0,0,0,3.8 ± 3.4,"43,26,42,19,20"
N10,S119R1,3008,33,3 (new system),200,718,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2733,0,9,0,-4.0 ± 3.4,"43,26,20,24,23"
N10,S120R1,3009,33,3 (new system),200,719,16/16,34.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2781,0,0,0,-0.9 ± 2.2,"43,20,38,40,41"
N10,S121R1,3010,33,3 (new system),200,717,16/16,34.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2844,0,6,0,-1.6 ± 4.1,"43,60,59,58,20"
N10,S122R1,3011,66,3 (new system),200,719,17/17,33.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2812,0,0,0,-4.2 ± 3.0,"43,42,46,44,26"
N10,S123R1,3012,33,3 (new system),200,715,16/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2768,0,6,0,-0.5 ± 2.7,"19,43,20,32,31"
N10,S124R1,3013,33,3 (new system),200,720,17/17,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2755,0,0,0,-1.5 ± 2.8,"43,42,20,23,60"
N10,S125R1,3014,33,3 (new system),200,719,16/17,34.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2857,0,0,0,-1.1 ± 2.5,"43,26,20,23,42"
N10,S126R1,3015,33,3 (new system),200,715,13/17,36.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.279,0,0,1,-1.2 ± 3.2,"43,42,20,40,23"
N10,S127R1,3016,33,3 (new system),200,718,17/17,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2772,0,4,0,-2.0 ± 3.2,"60,20,43,19,6"
N10,S128R1,3017,33,3 (new system),200,720,15/17,35.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2766,0,6,0,-0.2 ± 3.9,"43,26,60,20,46"
N11,S1R1,3018,33,3 (new system),800,696,16/16,101.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2792,0,6,0,30.9 ± 15.3,"43,42,44,45,46"
N11,S2R1,3019,33,3 (new system),200,697,17/17,34.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.2839,0,13,0,-4.4 ± 2.8,"43,26,46,24,42"
N11,S3R1,3020,33,3 (new system),200,696,17/17,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2727,0,0,0,-3.9 ± 2.5,"43,58,26,19,1"
N11,S4R1,3021,33,3 (new system),200,696,17/17,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2758,0,0,0,-4.2 ± 2.5,"43,58,26,19,1"
N11,S5R1,3022,33,3 (new system),200,696,17/17,35.0 min,complete,complete,complete,complete,good,corrupted,good,good,good,-0.2767,0,0,0,-1.9 ± 3.7,"43,42,26,23,41"
N11,S6R1,3023,33,3 (new system),200,698,17/17,36.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2799,0,0,0,-2.3 ± 3.2,"43,26,19,60,46"
N11,S7R1,3024,33,3 (new system),200,696,16/17,35.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2752,0,0,0,-1.6 ± 3.3,"43,26,19,58,23"
N11,S8R1,3025,33,3 (new system),200,695,17/17,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2819,0,0,0,-1.7 ± 3.4,"43,19,58,26,1"
N11,S9R1,3026,33,3 (new system),200,688,17/17,34.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.279,0,0,0,-0.4 ± 2.2,"43,19,26,58,60"
N11,S10R1,3027,33,3 (new system),200,696,17/17,33.8 min,110,110,complete,complete,good,good,good,good,good,-0.2721,0,0,0,-2.5 ± 1.9,"43,58,19,1,26"
N11,S11R1,3028,33,3 (new system),200,695,17/17,35.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2775,0,0,0,0.6 ± 3.1,"43,26,19,1,24"
N11,S12R1,3029,33,3 (new system),200,697,17/17,34.0 min,complete,complete,complete,complete,good,corrupted,good,good,good,-0.2734,0,0,0,-5.4 ± 2.3,"43,26,58,19,42"
N11,S13R1,3030,33,3 (new system),200,694,15/17,37.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2663,0,0,0,2.8 ± 2.9,"19,26,43,6,10"
N11,S14R1,3031,33,3 (new system),200,701,15/15,33.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2815,0,0,0,3.9 ± 3.7,"43,42,44,41,46"
N11,S15R1,3032,33,3 (new system),200,695,14-Dec,35.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2784,0,0,0,4.4 ± 5.2,"43,26,27,60,1"
N11,S16R1,3033,33,3 (new system),800,696,17/17,102.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2824,0,3,0,35.3 ± 11.4,"43,41,42,40,60"
N11,S17R1,3034,33,3 (new system),200,694,16/16,36.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2862,0,0,0,2.9 ± 4.1,"43,46,44,10,41"
N11,S18R1,3035,33,3 (new system),200,696,17/17,34.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2741,0,0,0,-2.2 ± 3.0,"43,26,19,58,46"
N11,S19R1,3036,33,3 (new system),200,694,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.269,0,0,0,-3.5 ± 2.1,"19,6,58,1,32"
N11,S20R1,3037,33,3 (new system),200,696,17/17,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.276,0,0,0,-2.1 ± 3.1,"19,6,1,32,31"
N11,S21R1,3038,33,3 (new system),200,694,17/17,33.6 min,complete,complete,complete,complete,good,corrupted,good,good,good,-0.2714,0,0,1,-3.2 ± 1.6,"43,58,26,19,42"
N11,S22R1,3039,33,3 (new system),200,696,14/17,36.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2792,0,0,0,1.2 ± 3.9,"43,42,24,26,41"
N11,S23R1,3040,33,3 (new system),200,694,17/17,33.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2676,0,0,0,-0.6 ± 1.7,"43,26,58,19,60"
N11,S24R1,3041,33,3 (new system),200,696,13/17,38.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.271,0,0,0,1.2 ± 3.9,"43,26,42,46,23"
N11,S25R1,3042,33,3 (new system),200,696,17/17,34.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2731,0,0,0,-2.2 ± 2.0,"43,26,42,46,23"
N11,S26R1,3043,33,3 (new system),200,697,17/17,32.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2754,0,0,0,0.5 ± 2.6,"43,26,19,58,32"
N11,S27R1,3044,33,3 (new system),200,695,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2756,0,0,1,-0.8 ± 2.1,"43,19,26,58,42"
N11,S28R1,3045,33,3 (new system),200,696,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2713,0,0,0,-2.0 ± 3.3,"43,19,26,58,60"
N11,S29R1,3046,33,3 (new system),200,697,17/17,33.9 min,complete,complete,complete,complete,good,corrupted,good,good,good,-0.2781,0,0,0,-2.9 ± 3.1,"43,26,42,19,46"
N11,S30R1,3047,33,3 (new system),200,694,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2718,0,2,0,0.6 ± 2.6,"43,19,26,58,1"
N11,S31R1,3048,33,3 (new system),200,696,17/17,34.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2763,0,0,0,-3.8 ± 2.1,"43,19,26,58,20"
N11,S32R1,3049,33,3 (new system),200,694,17/17,33.4 min,complete,complete,complete,complete,good,corrupted,good,good,good,-0.2772,0,12,0,-3.0 ± 2.4,"43,26,19,58,20"
N11,S33R1,3050,33,3 (new system),200,693,16/16,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2819,0,0,0,3.8 ± 2.9,"43,42,44,41,45"
N11,S34R1,3051,33,3 (new system),200,696,17/17,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.272,0,0,0,-3.3 ± 2.3,"43,26,58,42,19"
N11,S35R1,3052,33,3 (new system),200,694,17/17,34.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2782,0,0,0,0.6 ± 2.4,"43,26,58,19,23"
N11,S36R1,3053,33,3 (new system),200,693,17/17,33.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2745,0,0,0,-3.6 ± 1.8,"43,26,58,42,46"
N11,S37R1,3054,33,3 (new system),200,695,17/17,33.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2642,0,6,0,-3.3 ± 3.2,"43,26,19,58,42"
N11,S38R1,3055,33,3 (new system),200,694,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2746,0,0,0,-2.4 ± 2.8,"43,58,26,19,42"
N11,S39R1,3056,33,3 (new system),200,693,17/17,33.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2793,0,0,0,-2.7 ± 2.0,"43,42,26,23,58"
N11,S40R1,3057,33,3 (new system),200,693,17/17,33.4 min,complete,complete,complete,complete,good,corrupted,good,good,good,-0.2697,0,7,0,-1.5 ± 2.4,"43,26,19,58,42"
N11,S41R1,3058,33,3 (new system),200,696,17/17,32.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2763,0,0,0,-0.4 ± 2.2,"43,26,42,46,19"
N11,S42R1,3059,33,3 (new system),200,695,17/17,34.0 min,complete,complete,complete,complete,good,corrupted,good,good,good,-0.2678,0,0,0,-2.6 ± 2.0,"43,42,26,23,44"
N11,S43R1,3060,33,3 (new system),200,691,17/17,33.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2691,0,0,0,-2.9 ± 2.2,"43,26,58,23,19"
N11,S44R1,3061,33,3 (new system),200,693,17/17,34.1 min,complete,complete,complete,complete,good,corrupted,good,good,good,-0.2706,0,0,0,-2.8 ± 2.7,"43,26,42,23,41"
N11,S45R1,3062,33,3 (new system),200,694,17/17,33.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2719,0,0,0,-0.6 ± 2.6,"43,26,58,19,42"
N11,S46R1,3063,33,3 (new system),200,694,16/16,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2827,0,0,0,-2.5 ± 3.2,"43,42,41,44,45"
N11,S47R1,3064,33,3 (new system),200,695,15/17,37.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2798,0,3,0,1.3 ± 4.9,"43,42,44,26,10"
N11,S48R1,3065,33,3 (new system),200,694,16/16,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2765,0,0,0,-0.8 ± 2.3,"43,42,46,44,41"
N11,S49R1,"3066, 3067",33,3 (new system),200,695,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2741,0,0,0,-7.3 ± 3.4,"43,26,42,19,41"
N11,S50R1,3068,66,3 (new system),800,696,16/16,58.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2779,0,2,0,8.6 ± 3.8,"43,42,41,46,44"
N11,S51R1,3069,33,3 (new system),200,695,17/17,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2752,0,0,0,-1.0 ± 2.1,"43,26,42,58,19"
N11,S52R1,3070,33,3 (new system),200,694,16/17,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2752,0,0,2,-4.9 ± 5.0,"43,26,42,20,21"
N11,S53R1,3071,33,3 (new system),200,694,17/17,34.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2767,0,6,0,-3.8 ± 4.0,"43,26,46,19,24"
N11,S54R1,3072,33,3 (new system),200,694,16/16,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2815,0,0,0,-0.3 ± 4.9,"43,42,44,41,46"
N11,S55R1,3073,33,3 (new system),200,697,17/17,36.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2764,0,0,0,-2.8 ± 2.0,"43,31,6,54,19"
N11,S56R1,3074,33,3 (new system),200,695,17/17,34.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2729,0,0,0,-0.0 ± 3.1,"19,26,58,43,6"
N11,S57R1,"3075, 3076, 3077",33,3 (new system),200,693,16/16,33.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2795,0,33,3,-4.5 ± 10.9,"43,42,44,46,10"
N11,S58R1,Absent,33,3 (new system),200,697,17/17,33.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2745,0,0,0,-10.2 ± 2.1,"43,19,10,1,58"
N11,S59R1,3078,33,3 (new system),200,695,17/17,33.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2785,0,18,0,-4.7 ± 3.1,"43,26,58,19,10"
N11,S60R1,3079,33,3 (new system),200,692,16/16,34.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2772,0,3,0,-1.6 ± 4.2,"43,42,45,46,44"
N11,S61R1,3080,33,3 (new system),200,693,17/17,33.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2724,0,0,0,-3.5 ± 2.0,"43,58,26,19,42"
N11,S62R1,3081,33,3 (new system),200,692,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2733,0,0,0,-1.6 ± 2.7,"43,58,26,19,42"
N11,S63R1,3082,33,3 (new system),200,693,17/17,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2701,0,0,0,-3.4 ± 2.1,"43,46,58,42,26"
N11,S64R1,3083,33,3 (new system),200,689,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2736,0,0,0,-1.6 ± 2.0,"43,42,46,26,23"
N11,S65R1,3084,33,3 (new system),200,693,17/17,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2771,0,0,0,-1.3 ± 2.6,"43,42,46,10,26"
N11,S66R1,3085,33,3 (new system),200,692,17/17,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2732,0,0,0,-1.1 ± 2.5,"43,42,26,46,58"
N11,S67R1,3086,33,3 (new system),200,693,17/17,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2759,0,0,0,-3.2 ± 2.1,"43,46,42,26,23"
N11,S68R1,3087,33,3 (new system),200,695,17/17,35.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2697,0,0,0,3.7 ± 3.2,"43,42,58,26,19"
N11,S69R1,3088,33,3 (new system),200,696,17/17,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2761,0,0,0,-4.0 ± 2.2,"43,46,42,26,23"
N11,S70R1,3089,33,3 (new system),200,696,13/17,38.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2845,0,0,0,3.3 ± 3.4,"43,42,41,44,45"
N11,S71R1,3090,33,3 (new system),200,693,17/17,33.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2755,0,0,0,-0.9 ± 3.5,"43,42,46,41,26"
N11,S72R1,3091,33,3 (new system),200,694,17/17,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2733,0,0,0,-1.9 ± 2.0,"43,42,58,24,26"
N11,S73R1,3092,33,3 (new system),200,692,35/35,47.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2763,0,0,0,3.1 ± 3.2,"43,42,41,40,10"
N11,S74R1,3093,33,3 (new system),200,693,17/17,33.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2763,0,0,0,-6.8 ± 3.3,"43,42,41,23,24"
N11,S75R1,3094,33,3 (new system),200,696,17/17,34.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2808,0,3,0,-4.5 ± 2.5,"43,58,19,26,46"
N11,S76R1,3095,33,3 (new system),200,695,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2776,0,0,0,-1.5 ± 2.1,"43,58,19,26,42"
N11,S77R1,3096,33,3 (new system),200,697,17/17,44.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2728,0,0,0,-0.1 ± 3.2,"43,41,40,42,38"
N11,S78R1,3097,33,3 (new system),200,695,17/17,38.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2749,0,0,0,-5.2 ± 3.7,"19,57,43,46,60"
N11,S79R1,3098,33,3 (new system),200,695,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2656,0,6,0,-2.1 ± 2.1,"19,58,43,26,6"
N11,S80R1,3099,33,3 (new system),200,694,15/16,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2725,0,0,0,3.7 ± 3.3,"43,10,25,19,24"
N11,S81R1,3100,33,3 (new system),200,695,17/17,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2733,0,0,0,-2.5 ± 1.9,"43,42,46,58,23"
N11,S82R1,3101,33,3 (new system),200,699,17/17,34.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2812,0,0,0,-1.9 ± 2.0,"43,42,19,58,23"
N11,S83R1,3102,66,3 (new system),200,695,17/17,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2695,0,0,0,-5.3 ± 2.5,"43,46,42,26,45"
N11,S84R1,3103,33,3 (new system),200,697,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2685,0,3,0,1.8 ± 2.9,"43,42,26,46,19"
N11,S85R1,3104,33,3 (new system),200,695,16/16,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2745,0,0,0,2.5 ± 3.7,"43,42,41,44,45"
N11,S86R1,3105,33,3 (new system),200,696,17/17,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2737,0,0,0,-0.2 ± 2.7,"43,42,41,26,58"
N11,S87R1,3106,33,3 (new system),200,696,17/17,34.3 min,complete,complete,complete,complete,good,good,good,good,good,-0.2692,0,6,0,-3.0 ± 2.9,"43,26,46,42,45"
N11,S88R1,3107,33,3 (new system),200,696,17/17,34.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.269,0,0,0,-1.4 ± 1.8,"43,58,19,26,60"
N11,S89R1,3108,33,3 (new system),200,693,16/16,34.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2769,0,6,0,-0.3 ± 2.9,"43,10,42,41,26"
N11,S90R1,3109,33,3 (new system),200,696,16/16,34.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2776,0,0,0,4.6 ± 3.4,"43,42,41,10,44"
N11,S91R1,3110,33,3 (new system),200,698,17/17,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2791,0,3,0,-2.1 ± 2.0,"43,58,19,26,60"
N11,S92R1,3111,33,3 (new system),200,698,17/17,33.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.279,0,0,0,0.3 ± 3.3,"43,58,19,1,26"
N11,S93R1,3112,33,3 (new system),200,696,17/17,32.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2757,0,5,0,2.4 ± 4.7,"43,41,10,60,40"
N11,S94R1,3113,66,3 (new system),200,698,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2699,0,0,0,-4.1 ± 1.9,"43,42,46,26,58"
N11,S95R1,3114,33,3 (new system),200,697,17/17,33.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2773,0,0,0,0.5 ± 2.8,"43,58,26,19,46"
N11,S96R1,3115,33,3 (new system),200,695,17/17,33.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2681,0,0,0,-2.3 ± 2.3,"43,42,26,58,46"
N11,S97R1,3116,33,3 (new system),200,693,17/17,33.6 min,complete,complete,complete,complete,good,good,good,good,good,-0.2747,0,0,0,-1.1 ± 2.5,"43,58,26,42,46"
N11,S98R1,3117,33,3 (new system),200,694,17/17,33.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2675,0,3,0,-0.4 ± 2.3,"43,42,26,41,23"
N11,S99R1,3118,33,3 (new system),200,696,17/17,34.1 min,complete,complete,complete,complete,good,good,good,good,good,-0.275,0,3,0,-6.4 ± 3.3,"43,42,46,26,23"
N11,S100R1,3119,33,3 (new system),200,693,17/17,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2763,0,5,0,0.2 ± 2.9,"43,58,26,42,23"
N11,S101R1,3120,33,3 (new system),200,693,17/17,33.8 min,complete,complete,complete,complete,good,good,good,good,good,-0.2766,0,6,0,-1.7 ± 2.2,"43,46,42,58,26"
N11,S102R1,3121,33,3 (new system),200,697,24/24,50.4 min,complete,complete,complete,complete,good,good,good,good,good,-0.2777,0,2,0,-1.1 ± 8.2,"43,19,51,10,1"
N11,S103R1,3122,33,3 (new system),200,693,24/24,59.9 min,complete,complete,complete,complete,good,good,good,good,good,-0.2793,0,0,0,2.9 ± 4.1,"43,46,44,45,42"
N11,S104R1,3123,33,3 (new system),200,694,24/24,43.2 min,complete,complete,complete,complete,good,good,good,good,good,-0.2744,0,3,0,2.2 ± 4.7,"43,42,41,23,46"
N11,S105R1,3124,33,3 (new system),200,695,16/16,33.5 min,complete,complete,complete,complete,good,good,good,good,good,-0.2811,0,0,0,1.0 ± 3.4,"43,10,19,26,46"
N11,S106R1,3125,33,3 (new system),200,696,17/17,35.7 min,complete,complete,complete,complete,good,good,good,good,good,-0.2788,0,3,0,0.4 ± 2.8,"43,26,46,19,58"
N11,S107R1,3126,33,3 (new system),200,696,17/17,34.0 min,complete,complete,complete,complete,good,good,good,good,good,-0.2693,0,0,0,-2.5 ± 2.2,"43,26,42,58,19"
